respondent,trial_nr,salience,position,responseTime
52,32,high,peripheral,1168.5511774849147
53,1,low,central,801.2392302043736
53,2,high,central,1351.8922871444374
53,3,high,central,834.5646753441542
53,4,high,peripheral,685.7021967880428
53,5,low,peripheral,1686.284518102184
53,6,high,central,635.0572386290878
53,7,low,peripheral,2169.5254002697766
53,8,low,central,1201.8841290846467
53,9,high,peripheral,1118.415849050507
53,10,low,central,1117.4455774016678
53,11,high,peripheral,834.7661569714546
53,12,low,peripheral,1885.9649919904768
53,13,low,peripheral,1135.3849421720952
53,14,high,peripheral,801.4553289394826
53,15,high,peripheral,951.6669439617544
53,16,low,central,1035.7448041904718
53,17,high,peripheral,701.4315859414637
53,18,low,peripheral,1752.2084948141128
53,19,low,peripheral,1201.964721782133
53,20,high,peripheral,1151.7108746338636
53,21,high,central,818.514496088028
53,22,low,peripheral,2136.284498265013
53,23,high,peripheral,850.7728793192655
53,24,low,central,1018.2143279816955
53,25,low,central,1186.2783946562558
53,26,high,central,751.4041485264897
53,27,high,central,617.8874538745731
53,28,high,central,801.9416502211243
53,29,low,peripheral,1085.0528730079532
53,30,low,central,1101.674706907943
53,31,high,central,701.3533634599298
53,32,low,central,1151.6405537258834
54,1,low,peripheral,1302.1116049494594
54,2,low,peripheral,1618.9570371061563
54,3,low,peripheral,3202.75911106728
54,4,high,central,851.6855307389051
54,5,low,central,2385.908543365076
54,6,high,central,718.5398517176509
54,7,low,central,2719.8881974909455
54,8,low,central,1135.4338764213026
54,9,high,central,784.8075060173869
54,10,low,peripheral,1502.4707159027457
54,11,high,peripheral,1368.4456294868141
54,12,low,central,1634.232098935172
54,13,low,peripheral,1118.9321482088417
54,14,high,peripheral,1617.795555619523
54,15,high,peripheral,933.8255804032087
54,16,high,central,801.5213827602565
54,17,low,central,968.4120493475348
54,18,high,peripheral,816.9082468375564
54,19,high,peripheral,900.3812347073108
54,20,high,central,651.0870123747736
54,21,low,central,1535.7957531232387
54,22,high,peripheral,1051.8858272116631
54,23,low,central,835.177086526528
54,24,high,peripheral,734.790715854615
54,25,low,peripheral,1235.8222221955657
54,26,high,central,750.1005430240184
54,27,low,peripheral,1252.1220741327852
54,28,high,central,700.0837530940771
54,29,low,central,883.6906666401774
54,30,high,peripheral,867.4492838326842
54,31,low,peripheral,1302.7567407116294
54,32,high,central,751.3236545491964
55,1,high,peripheral,601.1972746346146
55,2,low,peripheral,935.0206162780523
55,3,high,central,701.2838325463235
55,4,high,peripheral,752.3076552897692
55,5,high,central,551.271328702569
55,6,high,central,467.77539467439055
55,7,low,peripheral,1969.2124323919415
55,8,low,central,667.8544862661511
55,9,high,central,567.0836807694286
55,10,low,central,517.7151674870402
55,11,low,central,501.05540780350566
55,12,low,central,834.9921321496367
55,13,low,central,803.0383419245481
55,14,high,peripheral,484.6070061903447
55,15,low,central,535.8489030040801
55,16,low,peripheral,884.7406953573227
55,17,high,peripheral,517.3137846868485
55,18,high,central,551.144118886441
55,19,high,peripheral,668.1128565687686
55,20,low,peripheral,1368.532293708995
55,21,low,central,768.1105257943273
55,22,low,peripheral,2519.749736180529
55,23,high,central,534.8960137926042
55,24,high,central,534.5783841330558
55,25,low,peripheral,901.59877599217
55,26,high,peripheral,567.9326688405126
55,27,low,peripheral,1251.8254821188748
55,28,low,peripheral,1268.9715628512204
55,29,high,peripheral,584.4869469292462
55,30,low,central,868.1121454574168
55,31,high,central,517.7428219467402
55,32,high,peripheral,567.7627923432738
56,1,high,peripheral,1869.2131829448044
56,2,low,central,2352.964880177751
56,3,low,central,1084.9900583270937
56,4,high,peripheral,867.9979725275189
56,5,low,peripheral,1368.6598986387253
56,6,high,central,818.0479281581938
56,7,low,central,1101.6095215454698
56,8,low,central,651.3966030906886
56,9,high,central,667.9943380877376
56,10,high,peripheral,634.6451889257878
56,11,high,central,651.288356166333
56,12,low,central,1218.3890244923532
56,13,high,central,584.6461567562073
56,14,low,central,584.6007249783725
56,15,high,peripheral,567.8216563537717
56,16,low,peripheral,1735.7182165142149
56,17,high,peripheral,584.6852681133896
56,18,high,peripheral,617.9684416856617
56,19,low,peripheral,701.3486227951944
56,20,high,central,551.1287115514278
56,21,high,peripheral,583.6308477446437
56,22,low,central,1001.5257291961461
56,23,high,central,485.13362370431423
56,24,low,peripheral,1268.4429702349007
56,25,high,central,534.4626309815794
56,26,low,central,968.3701603207737
56,27,low,peripheral,1752.473186235875
56,28,high,central,684.35069010593
56,29,low,peripheral,1752.451062668115
56,30,low,peripheral,1402.7604553848505
56,31,high,peripheral,701.0629929136485
56,32,low,peripheral,985.4202412534505
57,1,low,peripheral,1235.3379696141928
57,2,low,peripheral,1735.6771301710978
57,3,high,peripheral,784.6426803153008
57,4,low,central,1268.7708716839552
57,5,high,central,734.7676976351067
57,6,high,central,684.5553321763873
57,7,high,central,666.2410533754155
57,8,low,peripheral,1419.1618446493521
57,9,high,peripheral,751.3361980672926
57,10,high,central,784.3467789934948
57,11,high,central,501.1838029604405
57,12,low,central,1202.067832928151
57,13,low,central,833.8792430004105
57,14,low,peripheral,1285.5080635054037
57,15,low,central,1117.4799476284534
57,16,high,central,585.3572683408856
57,17,low,peripheral,2053.9686139672995
57,18,low,central,768.1772911455482
57,19,low,peripheral,1435.479085543193
57,20,high,peripheral,534.6866309409961
57,21,high,peripheral,685.0894558010623
57,22,high,peripheral,1068.2710392866284
57,23,high,peripheral,934.749208856374
57,24,low,central,1585.5753424111754
57,25,low,peripheral,1302.5332553079352
57,26,high,central,701.310696778819
57,27,low,central,1151.9309241557494
57,28,high,peripheral,1385.2264237357304
57,29,high,central,834.8111939849332
57,30,high,peripheral,951.5654129208997
57,31,low,central,1301.9770082319155
57,32,low,peripheral,1752.485828124918
58,1,low,central,1786.6085348650813
58,2,high,peripheral,1568.7228543683887
58,3,high,peripheral,718.7010864727199
58,4,low,peripheral,1602.2185052279383
58,5,low,peripheral,1134.8359351977706
58,6,low,peripheral,2002.7243413496763
58,7,low,central,850.3951004240662
58,8,high,central,717.9208407178521
58,9,low,peripheral,1435.4557069018483
58,10,high,central,768.0967615451664
58,11,high,central,701.6044221818447
58,12,high,central,600.4079401027411
58,13,high,peripheral,734.977999003604
58,14,high,central,818.2055219076574
58,15,low,central,1435.2182752918452
58,16,high,peripheral,718.8753085210919
58,17,low,central,984.713505487889
58,18,high,central,784.4910072162747
58,19,low,peripheral,1385.4520327877253
58,20,high,central,684.7455846145749
58,21,low,peripheral,1602.2204803302884
58,22,low,central,768.0576504208148
58,23,low,central,2001.9531820435077
58,24,high,peripheral,868.1293935514987
58,25,high,peripheral,684.7582266200334
58,26,low,central,836.6141840815544
58,27,low,peripheral,1602.3753443732858
58,28,high,peripheral,801.9060909282416
58,29,high,central,784.8331299610436
58,30,low,peripheral,1485.9528122469783
58,31,low,central,1151.6505256295204
58,32,high,peripheral,851.0667043738067
59,1,high,peripheral,534.6101454924792
59,2,high,central,601.2783397454768
59,3,low,central,816.889823647216
59,4,low,peripheral,802.5463288649917
59,5,low,peripheral,982.6568039134145
59,6,low,central,852.5524127762765
59,7,high,central,550.104059278965
59,8,low,peripheral,634.1506100725383
59,9,high,central,635.9477445948869
59,10,low,central,750.8971844799817
59,11,low,peripheral,2054.089833982289
59,12,high,central,534.4730590004474
59,13,high,peripheral,701.2284828815609
59,14,low,peripheral,2068.0414277594537
59,15,low,peripheral,1019.6669474244118
59,16,high,peripheral,684.691607253626
59,17,low,central,1316.750762052834
59,18,low,central,1036.3349837716669
59,19,high,peripheral,668.1065338198096
59,20,low,central,983.8558151386678
59,21,high,central,467.92377857491374
59,22,low,central,1052.895168075338
59,23,high,peripheral,734.2540372628719
59,24,low,peripheral,1684.4988171942532
59,25,high,peripheral,735.8848506119102
59,26,low,central,1101.727919653058
59,27,high,central,534.3671825248748
59,28,high,peripheral,701.3920382596552
59,29,high,central,868.101635016501
59,30,high,peripheral,634.8956958390772
59,31,high,central,901.6565715428442
59,32,low,peripheral,1484.4788271002471
6,1,high,central,751.5022198203951
6,2,high,peripheral,767.0063930563629
6,3,low,peripheral,834.6783847082406
6,4,high,peripheral,700.1770664937794
6,5,high,central,483.99528465233743
6,6,low,peripheral,1884.5971205737442
6,7,high,central,698.8393894862384
6,8,low,peripheral,1903.7133371457458
6,9,low,central,801.3759187888354
6,10,high,peripheral,601.2079389765859
6,11,high,central,584.5517676789314
6,12,low,peripheral,817.6674486603588
6,13,high,peripheral,735.8135532122105
6,14,low,central,934.2574866022915
6,15,low,central,900.3845525439829
6,16,high,central,617.185790091753
6,17,high,peripheral,734.8207647446543
6,18,high,peripheral,1935.9558541327715
6,19,high,central,718.6920000240207
6,20,low,central,768.0584404151887
6,21,low,peripheral,801.3079683296382
6,22,low,central,884.9273915402591
6,23,high,central,518.2688105851412
6,24,low,peripheral,1069.0811746753752
6,25,low,central,734.68209826387465
6,26,low,peripheral,1302.60890442878
6,27,high,peripheral,717.9899765178561
6,28,low,central,867.1614939812571
6,29,high,peripheral,701.1793365236372
6,30,high,central,584.5707305707037
6,31,low,central,801.9736462738365
6,32,low,peripheral,1068.3862622827291
60,1,high,peripheral,1651.992768747732
60,2,low,peripheral,2321.3970793876797
60,3,high,central,1084.048526128754
60,4,high,peripheral,835.0187970791012
60,5,low,peripheral,2154.167976928875
60,7,low,peripheral,884.2936221044511
60,8,low,central,1135.2314981631935
60,9,high,central,551.6282061580569
60,10,high,peripheral,667.8797686472535
60,11,low,peripheral,1517.648578621447
60,12,low,central,1569.0342171583325
60,13,low,central,768.609763123095
60,14,high,peripheral,685.9226184897125
60,15,high,peripheral,568.016538862139
60,16,low,central,1984.831616980955
60,17,high,central,585.2941547054797
60,18,high,central,534.5797259360552
60,19,low,central,683.7201511953026
60,20,low,central,801.1407002341002
60,21,low,peripheral,1419.9435694608837
60,22,low,peripheral,2351.6133518423885
60,23,high,central,884.9936712067574
60,24,high,central,569.2143649794161
60,25,low,peripheral,1468.8810121733695
60,26,high,central,516.7257152497768
60,27,high,peripheral,634.6468073315918
60,28,low,central,1736.5264305844903
60,29,low,peripheral,1869.1714613232762
60,30,high,central,617.3067716881633
60,31,high,peripheral,435.0285946857184
60,32,high,peripheral,617.6089935470372
61,2,high,peripheral,1351.9886822905391
61,3,high,peripheral,751.3610869646072
61,4,high,central,651.2729488313198
61,5,low,central,2653.2364061567932
61,6,low,central,1852.3914478719234
61,7,high,central,681.9704421795905
61,8,high,central,850.7795955520123
61,9,low,peripheral,1752.295408397913
61,10,low,peripheral,1218.4376169461757
61,11,high,peripheral,851.4594968874007
61,12,high,peripheral,851.4594966545701
61,13,low,central,1467.929468723014
61,14,high,central,734.7613766323775
61,15,low,peripheral,1435.3431842755526
61,16,low,peripheral,1635.2871644776314
61,17,high,central,653.3719124272466
61,18,low,central,934.9917767103761
61,19,low,peripheral,1485.3493275586516
61,20,high,central,584.1946012806147
61,21,high,central,617.9530343506485
61,22,high,central,918.4280172921717
61,23,low,peripheral,1469.04670400545
61,24,high,peripheral,1018.2645011227578
61,25,high,peripheral,818.5824470128864
61,26,low,peripheral,1335.3893670719117
61,27,low,central,1102.4513985030353
61,28,high,peripheral,717.0116412453353
61,29,high,peripheral,701.2376105412841
61,30,low,central,851.5657684765756
61,31,low,central,867.8257253486663
61,32,low,central,2419.723622733727
62,1,low,central,1251.7708614468575
62,2,low,central,1067.8533248137683
62,3,low,central,1135.9002296812832
62,4,low,central,1069.4876925554127
62,5,low,central,934.809782076627
62,6,high,peripheral,934.9634607788175
62,7,high,peripheral,684.4868196640164
62,8,high,central,668.1064011063427
62,9,low,peripheral,1552.3515222594142
62,10,high,peripheral,751.4800964854658
62,11,high,central,701.2014598585665
62,12,high,central,551.059672376141
62,13,low,peripheral,1385.2367245126516
62,14,high,central,567.8821643814445
62,15,high,central,567.8039423655719
62,16,high,peripheral,967.9538283962756
62,17,low,peripheral,1267.74041634053
62,18,high,peripheral,717.8860756102949
62,19,low,central,1051.826881011948
62,20,high,peripheral,718.1108652148396
62,21,low,peripheral,1101.2300623115152
62,22,high,central,734.8922707606107
62,23,high,central,617.6843571010977
62,24,high,peripheral,768.0643666535616
62,25,low,central,1018.2036256883293
62,26,high,peripheral,1085.1846556179225
62,27,high,central,567.8687321487814
62,28,low,peripheral,1151.77062433213
62,29,low,peripheral,1134.6771207172424
62,30,low,central,783.7332799099386
62,31,low,peripheral,1269.6390801575035
62,32,low,peripheral,651.0464772582054
63,1,high,peripheral,1019.2446039291099
63,2,high,peripheral,884.2356854584068
63,3,high,peripheral,1268.5379387112334
63,4,low,peripheral,1418.328852741979
63,5,low,central,1735.6998800532892
63,6,high,central,584.6613636240363
63,7,low,central,1418.4896424412727
63,8,low,peripheral,1236.5016562398523
63,9,high,peripheral,783.7278345832601
63,10,high,central,734.4720306573436
63,11,low,central,782.9811694100499
63,13,high,central,768.3224329957739
63,14,high,central,584.733264753595
63,15,low,peripheral,869.4193196715787
63,16,high,peripheral,701.5598982106894
63,17,high,central,700.9005413856357
63,18,high,central,651.1378743452951
63,19,low,central,1468.5651978943497
63,20,low,peripheral,1252.0623169839382
63,21,high,central,601.3997009722516
63,22,high,peripheral,668.2412478839979
63,23,high,central,684.3431419692934
63,24,low,central,1317.7147305104882
63,25,high,peripheral,768.6973457457498
63,26,low,central,1151.184689020738
63,27,low,peripheral,1385.1235848851502
63,28,low,peripheral,2018.9980858704075
63,29,low,peripheral,1235.3417573031038
63,30,low,peripheral,1152.922957087867
63,31,high,peripheral,717.7016934147105
63,32,low,central,1552.3702668724582
64,2,low,peripheral,3070.572925498709
64,3,low,central,2019.2655499558896
64,4,low,central,1251.9885401707143
64,5,high,central,917.7360313478857
64,6,high,central,635.6604276224971
64,7,low,peripheral,1819.6538158226758
64,8,low,peripheral,1168.5903507750481
64,9,low,peripheral,2002.9029089491814
64,10,high,peripheral,935.0266705732793
64,11,high,central,517.699527554214
64,12,low,central,1051.9754239358008
64,13,high,central,768.5163165442646
64,14,high,peripheral,834.9841621238738
64,15,high,peripheral,752.1378733217716
64,16,low,central,1151.806970126927
64,17,low,central,651.3016868848354
64,18,high,peripheral,918.3388943783939
64,19,high,peripheral,634.6123304683715
64,20,low,central,1301.6583875287324
64,21,high,central,1051.659770309925
64,22,high,peripheral,768.2018477935344
64,23,high,central,865.7286071684211
64,24,high,peripheral,1067.6182634197176
64,25,high,central,584.557693451643
64,26,low,peripheral,1602.063641184941
64,27,high,peripheral,800.7521172985435
64,28,low,peripheral,1685.517534147948
64,29,low,central,1985.4036774486303
64,30,high,central,668.3082771487534
64,31,low,peripheral,1435.638225171715
64,32,low,peripheral,1235.4587884619832
65,1,high,central,534.6767818555236
65,2,high,peripheral,3187.2468390502036
65,3,high,peripheral,651.3074385002255
65,4,low,central,1701.996288727969
65,5,high,peripheral,634.6535915508866
65,6,low,peripheral,934.3876752536744
65,7,low,central,2369.6818209718913
65,8,low,central,1370.2238462865353
65,9,low,central,1402.1452667657286
65,10,high,central,501.21106300503016
65,11,high,central,551.5206535346806
65,12,low,central,1451.6852761153132
65,13,low,central,1251.899162773043
65,14,high,central,666.9123955070972
65,15,high,central,517.8242188412696
65,16,high,peripheral,651.3844756409526
65,17,high,peripheral,618.2130784727633
65,18,low,peripheral,1452.0914000459015
65,19,low,peripheral,1919.2777315620333
65,20,high,central,534.2141641303897
65,21,low,peripheral,1151.5608711633831
65,22,low,central,1687.6160248648375
65,23,high,peripheral,1102.2551336791366
65,24,low,peripheral,1235.2247724775225
65,25,high,peripheral,668.4491871856153
65,26,high,central,585.0527426227927
65,27,low,peripheral,884.8366043530405
65,28,high,peripheral,768.0874289944768
65,29,low,peripheral,2034.4075469765812
65,30,low,central,1402.0160813815892
65,31,high,central,534.6226585097611
65,32,low,peripheral,1185.183824505657
66,1,high,central,2319.8605431243777
66,2,high,peripheral,1217.7287901286036
66,3,low,central,1786.3565431907773
66,4,low,central,1251.9786667544395
66,5,low,central,1018.357728375122
66,6,low,central,1835.8131358399987
66,7,high,peripheral,949.5352099183947
66,8,low,central,1635.2762470487505
66,9,high,central,816.8122470378876
66,10,high,central,734.7176296170801
66,11,low,central,818.2439506053925
66,12,low,peripheral,1569.0212345216423
66,13,high,peripheral,901.4874075073749
66,14,low,central,617.9038025438786
66,15,low,peripheral,2286.0515555366874
66,16,low,central,1318.776889005676
66,17,high,central,700.4590616561472
66,18,low,peripheral,1418.9127900172025
66,19,high,peripheral,968.4100742451847
66,20,high,central,751.8356542568654
66,21,high,peripheral,950.3083457238972
66,22,low,peripheral,1368.761678924784
66,23,low,peripheral,1518.537876661867
66,24,high,central,985.2661727927625
66,25,high,peripheral,1066.7832100298256
66,26,low,peripheral,1969.4127407856286
66,27,low,peripheral,1552.2903704550117
66,28,low,peripheral,1219.091358128935
66,29,high,central,1152.1509136073291
66,30,high,peripheral,751.5832099597901
66,31,high,central,801.5723456628621
66,32,high,peripheral,667.9138764739037
67,1,high,peripheral,1936.0036060679704
67,2,high,central,3238.1679106038064
67,3,high,peripheral,1369.3105231504887
67,4,low,peripheral,1953.144530998543
67,5,low,central,1151.7980035860091
67,6,low,peripheral,1201.5642852056772
67,7,low,central,1051.7360577359796
67,8,high,central,818.2306622620672
67,9,low,central,1937.3242964502424
67,10,low,central,1369.5293869823217
67,11,low,central,1052.019712049514
67,12,high,peripheral,2735.2503819856793
67,13,high,central,1186.2074579112232
67,14,high,central,1602.013944182545
67,15,high,peripheral,1118.9624739345163
67,16,low,central,2219.615826383233
67,17,low,central,1018.2530225720257
67,18,low,peripheral,2919.868112541735
67,19,high,central,2603.3950787968934
67,20,high,peripheral,2670.0715695042163
67,21,high,peripheral,1902.3799288552254
67,23,high,central,1285.0842191837728
67,24,high,peripheral,1085.1843277923763
67,25,high,central,1251.683356706053
67,26,low,peripheral,2503.2446393743157
67,27,high,central,1902.6778051629663
67,28,low,central,1218.7411605846137
67,29,low,peripheral,2352.965252008289
67,30,low,peripheral,3103.7656464613974
67,31,low,peripheral,1736.0800108872354
67,32,high,peripheral,1919.3177921697497
68,1,low,central,751.4867165591568
68,2,high,central,568.4340023435652
68,3,low,central,717.979938024655
68,4,low,central,684.7433815710247
68,5,high,central,617.9218243341893
68,6,high,central,551.2689584866166
68,7,high,central,484.41737657412887
68,8,low,peripheral,1568.967335857451
68,9,high,peripheral,734.7297717351466
68,10,high,peripheral,867.2599969431758
68,11,high,peripheral,768.079315777868
68,12,low,peripheral,1402.2271218709648
68,13,high,peripheral,751.4341734349728
68,14,low,peripheral,734.7858704160899
68,15,low,peripheral,918.3019923511893
68,16,high,peripheral,651.1801092419773
68,17,low,central,734.599401243031
68,18,low,peripheral,1518.8185751903802
68,19,low,central,634.6985222771764
68,20,high,central,802.46945284307
68,21,low,peripheral,1819.0742989536375
68,22,low,peripheral,1033.7655441835523
68,23,high,peripheral,585.9526265412569
68,24,high,central,434.04145538806915
68,25,low,central,967.6088760606945
68,26,low,central,934.796221088618
68,27,low,peripheral,1251.8772354815155
68,28,low,central,901.5565041918308
68,29,high,peripheral,801.3616993557662
68,30,high,peripheral,584.4154409132898
68,31,high,central,468.2040368206799
68,32,high,central,801.3707858044654
69,2,low,peripheral,2319.7492621839046
69,3,high,peripheral,1268.5682049486786
69,4,high,peripheral,1369.4409361341968
69,5,low,peripheral,1151.699812966399
69,6,high,central,769.083563121967
69,7,low,peripheral,1702.3975120391697
69,8,high,central,701.5781537629664
69,9,high,central,801.6307364450768
69,10,high,central,617.2363919904456
69,11,high,peripheral,751.4341734349728
69,12,low,central,1468.6299135209993
69,13,high,peripheral,1051.5152795705944
69,14,high,peripheral,1185.366591787897
69,15,low,peripheral,1503.2922482350841
69,16,high,central,768.0607477668673
69,17,low,central,1669.1451532533392
69,18,low,central,1368.6891333200037
69,19,low,central,1018.5058838687837
69,20,low,central,1802.5769096566364
69,21,high,peripheral,718.0071972543374
69,22,low,central,718.2880862383172
69,23,low,peripheral,2319.5627928944305
69,24,high,peripheral,734.8739693406969
69,25,low,peripheral,1669.0317704342306
69,26,low,peripheral,1452.2711909376085
69,27,high,central,768.3100319700316
69,28,low,peripheral,1802.5536010973155
69,29,low,central,718.1284811813384
69,30,low,central,884.4017321243882
69,31,high,central,634.5345716690645
69,32,high,central,567.8445699159056
7,1,high,central,1786.494956817478
7,2,low,central,2735.846403054893
7,3,low,central,1168.5718540102243
7,4,high,central,701.4392509590834
7,5,high,peripheral,669.7639543563128
7,6,high,peripheral,651.2205249164253
7,7,low,central,934.8060463089496
7,8,high,central,567.9678830783814
7,9,low,peripheral,1318.5157354455441
7,10,high,central,1034.2317442409694
7,11,low,peripheral,2052.9517664108425
7,12,low,central,1018.469157628715
7,13,high,peripheral,834.8632114939392
7,14,low,peripheral,1669.060348533094
7,16,low,central,1419.1515089478344
7,17,low,central,1252.0868172869086
7,18,high,peripheral,1368.1979672983289
7,19,high,central,900.4952895920724
7,20,high,peripheral,684.7075771074742
7,21,low,central,701.2851766776294
7,22,high,central,601.7318738158792
7,23,high,peripheral,801.3891966547817
7,24,high,peripheral,1986.4813666790724
7,25,low,peripheral,1769.1766151692718
7,26,low,peripheral,1186.0671835020185
7,27,low,central,1052.0952716469765
7,28,low,peripheral,1816.9589929748327
7,29,high,central,667.8269642870873
7,30,high,peripheral,800.5777390208095
7,31,low,peripheral,1385.483123594895
7,32,high,central,718.6193207744509
70,1,low,peripheral,3437.8936290740967
70,2,high,peripheral,1068.4775214176625
70,3,high,central,768.1714282371104
70,4,high,peripheral,568.4301140718162
70,5,low,central,3271.0506333969533
70,6,low,peripheral,1484.4183952081949
70,7,low,peripheral,817.9281889460981
70,8,low,central,1802.2462383378297
70,9,low,central,933.9596105273813
70,10,low,peripheral,1286.488831276074
70,11,low,central,1035.024932352826
70,12,high,central,750.8167889900506
70,13,high,peripheral,801.6366590745747
70,14,high,peripheral,784.8275990691036
70,15,high,central,684.6871154848486
70,16,high,central,766.9234301429242
70,17,high,central,683.6623270064592
70,18,low,central,1919.2451646085829
70,19,high,peripheral,584.5462367869914
70,20,low,peripheral,951.0167685803026
70,21,high,peripheral,768.0809590965509
70,22,low,peripheral,1468.7885926105082
70,23,high,peripheral,651.7022787593305
70,24,low,central,584.5497923437506
70,25,low,peripheral,1352.0318386144936
70,26,high,central,834.9640138912946
70,27,low,central,701.3077314477414
70,28,high,central,617.797739803791
70,29,high,peripheral,668.5646718833596
70,30,high,central,517.7864409051836
70,31,low,peripheral,1919.623238267377
70,32,low,central,984.9521226715297
71,1,low,peripheral,1785.591732012108
71,2,high,central,1118.407667381689
71,3,low,peripheral,1386.2716320436448
71,4,high,peripheral,868.0433223489672
71,5,low,central,1034.1652657371014
71,6,high,central,717.5835703965276
71,7,low,peripheral,1085.4832879267633
71,8,low,central,1268.4826301410794
71,9,high,central,651.4001947361976
71,10,high,central,651.4140218496323
71,11,high,central,619.2019374575466
71,12,low,central,685.2091157343239
71,13,high,central,901.7886384390295
71,14,low,central,935.2447700221092
71,15,low,peripheral,1285.2806218434125
71,16,low,central,834.6970179118216
71,17,high,peripheral,600.3350117243826
71,18,low,peripheral,1034.6330180764198
71,19,high,peripheral,733.5874892305583
71,20,low,peripheral,684.3538086395711
71,21,high,peripheral,701.0846396442503
71,22,low,central,850.441776914522
71,23,low,central,1068.0480631999671
71,24,high,peripheral,784.1442287899554
71,25,low,peripheral,985.3053130209446
71,26,high,peripheral,634.4445738941431
71,27,low,central,967.222188366577
71,28,high,peripheral,816.9978922232985
71,29,high,central,516.9739911798388
71,30,high,central,852.0401935093105
71,31,high,peripheral,667.6585329696536
71,32,low,peripheral,1069.0171476453543
72,1,low,peripheral,1684.742986690253
72,2,high,central,1285.1608039345592
72,3,low,central,1285.0833719130605
72,4,high,peripheral,1168.5278690420091
72,5,high,central,1067.98303918913
72,6,low,central,1502.1532848477364
72,7,low,peripheral,1735.3030066005886
72,8,low,peripheral,2053.772268118337
72,9,low,peripheral,2136.194819351658
72,10,high,peripheral,751.5380745753646
72,11,high,central,868.1895774789155
72,12,high,central,732.4024622794241
72,13,low,central,684.6157766412944
72,14,low,central,618.1738737504929
72,15,high,peripheral,651.2381832581013
72,16,high,peripheral,1085.137416375801
72,17,low,peripheral,867.900392273441
72,18,low,central,984.8924386315048
72,19,high,peripheral,684.7662953659892
72,20,low,peripheral,1101.9232007674873
72,21,high,central,650.6467757280916
72,22,low,central,1401.8608995247632
72,23,high,central,634.9703250452876
72,24,low,peripheral,1068.3227924164385
72,25,high,central,667.2595229465514
72,26,high,peripheral,734.5986112486571
72,27,high,central,1035.4453474283218
72,28,high,peripheral,718.6017653439194
72,29,low,peripheral,551.6079217195511
72,30,low,central,717.8938144352287
72,31,high,peripheral,651.1832694523036
72,32,low,central,1051.6752796247602
73,1,low,peripheral,2653.3663973677903
73,2,low,central,2369.575609220192
73,3,low,central,1168.5004099272192
73,4,high,central,700.9274461306632
73,5,high,peripheral,785.4796755127609
73,6,low,peripheral,1802.8224767185748
73,7,low,central,784.836515551433
73,8,high,central,601.2629324104637
73,9,high,central,634.6839428879321
73,10,high,central,585.2905993815511
73,11,low,central,951.8001368269324
73,12,high,peripheral,751.3088383711874
73,13,low,peripheral,2002.843651920557
73,14,low,peripheral,1419.318977277726
73,15,high,peripheral,768.3600841555744
73,16,low,central,768.2301090098917
73,17,high,peripheral,718.1616055313498
73,18,low,central,1018.3964299503714
73,19,low,central,1435.4264214634895
73,20,high,peripheral,816.8621694203466
73,21,high,central,602.7345361653715
73,22,low,peripheral,2086.1257589422166
73,23,high,peripheral,1001.6983691602945
73,24,high,peripheral,701.4860629569739
73,25,high,central,668.1341880466789
73,26,low,peripheral,1168.579422403127
73,27,low,peripheral,1018.4469977393746
73,28,high,peripheral,684.838570188731
73,29,low,peripheral,1368.9221777021885
73,30,low,central,1485.5921100825071
73,31,high,central,701.4904087409377
73,32,high,central,619.1730417776853
74,1,high,peripheral,751.1888400185853
74,2,high,central,551.5328597975895
74,3,high,central,517.3710685921833
74,4,low,peripheral,968.8533210428432
74,5,low,central,1319.294545915909
74,6,low,central,885.0547693436965
74,7,low,central,651.0793684283271
74,8,high,peripheral,451.1859560152516
74,9,low,central,917.7678687265143
74,10,high,central,636.0990166431293
74,11,high,peripheral,684.9634310929105
74,12,low,peripheral,1551.9188353791833
74,13,high,peripheral,567.7849156782031
74,14,high,central,651.3800104148686
74,15,high,peripheral,434.59019635338336
74,16,high,central,783.2358649466187
74,17,low,central,1085.5150955030695
74,18,low,peripheral,1369.8032078100368
74,19,low,peripheral,835.1912434445694
74,20,low,central,1401.7810970544815
74,21,high,peripheral,533.8826801162213
74,22,low,peripheral,1135.4643498780206
74,23,high,peripheral,684.6699001034722
74,24,high,central,483.993080095388
74,25,high,central,567.7620021160692
74,26,low,central,851.5286328038201
74,27,low,peripheral,1184.4859988195822
74,28,high,peripheral,701.1072399327531
74,29,high,central,500.0329876784235
74,30,low,peripheral,1434.6470852615312
74,31,low,central,1701.5670919790864
74,32,low,peripheral,818.2972121285275
75,1,low,peripheral,2035.944239469245
75,2,low,peripheral,1485.4443687945604
75,3,high,central,551.4160173479468
75,4,low,peripheral,1435.9033112414181
75,5,high,central,567.2674491070211
75,6,high,peripheral,668.0384504143149
75,7,high,peripheral,718.2052847929299
75,8,low,central,1602.3682332597673
75,9,low,peripheral,1502.3162432480603
75,10,high,peripheral,985.0441718008369
75,11,low,central,1468.8802466262132
75,12,high,peripheral,902.3452408146113
75,13,high,central,1218.4126919601113
75,14,low,peripheral,1452.20945822075
75,15,low,peripheral,1134.8647747654468
75,16,high,central,601.1790994089097
75,17,high,central,501.4802939258516
75,18,high,central,534.5824640244246
75,19,high,peripheral,534.5555997919291
75,20,low,central,1285.5718943756074
75,21,low,central,801.8574984744191
75,22,low,central,851.4297655783594
75,23,high,peripheral,684.8569919820875
75,24,low,central,684.9798560142517
