respondent,trial_nr,salience,position,responseTime
3,23,high,peripheral,818.005261477083
3,24,high,central,701.4386970549822
3,25,low,central,1402.133097173646
3,26,high,central,584.6003298647702
3,27,low,peripheral,786.1589279491454
3,28,high,central,617.8795527666807
3,29,low,peripheral,934.9641224835068
3,30,low,peripheral,1085.023243445903
3,31,high,peripheral,650.634923717007
3,32,high,central,818.0846688337624
30,3,high,peripheral,1653.3386218361557
30,4,high,central,851.6632467508316
30,5,low,central,985.0801224820316
30,6,high,peripheral,817.9929789621383
30,7,high,central,517.9721198510379
30,8,low,peripheral,2552.721299463883
30,9,high,peripheral,751.4180717989802
30,10,low,peripheral,2570.092531153932
30,11,low,peripheral,2136.1688713077456
30,12,low,central,935.1266210433096
30,13,high,peripheral,968.3137291576713
30,15,high,central,634.4057135283947
30,16,low,central,634.7182067111135
30,17,low,peripheral,1118.5365039855242
30,18,high,central,734.1238770168275
30,19,high,central,451.21113886125386
30,20,high,peripheral,735.0854557007551
30,21,low,central,1402.1690434310585
30,22,low,peripheral,1135.195440845564
30,23,low,central,1468.7257776968181
30,24,high,peripheral,634.8738609813154
30,25,high,central,501.59288640134037
30,26,low,central,1201.0635833721608
30,27,low,peripheral,1802.35725059174
30,28,high,central,817.829423584044
30,29,high,peripheral,550.6981913931668
30,30,high,peripheral,501.38310878537595
30,31,high,central,668.0262035224587
30,32,low,central,718.4747164137661
31,1,high,central,651.53738274239
31,2,high,central,1533.7564444635063
31,3,low,peripheral,1885.9678024891764
31,4,low,central,983.925728360191
31,5,low,central,968.468148028478
31,6,high,central,834.7737283911556
31,7,high,peripheral,799.453234532848
31,8,low,central,1734.538666671142
31,9,high,central,800.1761976629496
31,10,high,peripheral,900.3836049232632
31,11,high,central,886.1171358730644
31,12,high,peripheral,1335.5595062021166
31,13,high,peripheral,768.112592631951
31,14,low,central,1218.0029628798366
31,15,low,central,1350.7480493281037
31,16,low,peripheral,2286.6066172719
31,17,high,central,551.3528888113797
31,18,high,peripheral,718.0499753449112
31,19,high,peripheral,1050.2779260277748
31,20,low,peripheral,1802.7859751600772
31,21,low,peripheral,2468.895999947563
31,22,low,peripheral,1135.2138272486627
31,23,low,central,999.7175310272723
31,24,low,central,1034.039308782667
31,25,low,peripheral,1249.931456753984
31,26,high,central,868.1797529570758
31,27,low,central,701.8034567590803
31,28,low,peripheral,1519.142716191709
31,29,high,peripheral,951.9747160375118
31,30,high,central,968.7885432504117
31,31,low,peripheral,1636.0043454915285
31,32,high,peripheral,783.9640493039042
32,1,high,peripheral,1251.7479478847235
32,2,high,peripheral,782.8040963504463
32,3,high,peripheral,784.3175753951073
32,4,low,central,1669.2026956006885
32,5,high,peripheral,734.6903947182
32,6,low,central,1536.1986588686705
32,7,high,central,651.2321562040597
32,8,low,peripheral,1000.4329869989306
32,9,high,peripheral,834.866828750819
32,10,low,central,1301.9025351386517
32,11,high,peripheral,618.2461341377348
32,12,low,central,801.3265361078084
32,13,low,peripheral,1502.1064658649266
32,14,high,central,734.5770120155066
32,15,high,central,617.4291477072984
32,16,high,peripheral,718.0591120850295
32,17,low,peripheral,2185.59378082864
32,18,high,central,766.7247143108398
32,19,low,central,1517.5509846303612
32,20,high,central,868.8875159714371
32,21,low,central,951.9755821675062
32,22,low,peripheral,1285.1661667227745
32,23,high,central,618.0651960894465
32,24,high,peripheral,768.7438717111945
32,25,low,peripheral,1235.1858012843877
32,26,high,central,700.2019553910941
32,27,low,peripheral,1935.7508174143732
32,28,low,peripheral,1101.6899135429412
32,29,low,central,2150.647860718891
32,30,low,peripheral,1067.9706581868231
32,31,high,central,651.3332917820662
32,32,low,central,701.6253604087979
33,1,high,central,584.5345490379259
33,2,high,central,717.0340404263698
33,3,low,central,750.5814309697598
33,4,low,peripheral,968.6606050818227
33,5,high,peripheral,568.3923587203026
33,6,high,central,517.8103352081962
33,7,low,peripheral,950.9267142275348
33,8,low,central,784.5495613873936
33,9,high,central,767.8226808202453
33,10,low,central,751.9633541232906
33,11,high,central,584.3188458238728
33,12,high,peripheral,684.8788446513936
33,13,high,peripheral,651.0651831049472
33,14,high,peripheral,684.4308456056751
33,15,low,peripheral,1218.103667953983
33,16,high,central,701.416886120569
33,17,high,central,551.0875040781684
33,18,low,peripheral,1335.3265475016087
33,19,low,central,1185.0935603142716
33,20,low,peripheral,1734.9666469963267
33,21,low,peripheral,734.1184510733001
33,22,low,central,751.6429597162642
33,23,low,peripheral,783.5682299919426
33,24,low,central,1035.4338065371849
33,25,high,peripheral,684.4588948879391
33,26,high,peripheral,751.3790589873679
33,27,low,central,919.0472710179165
33,28,high,peripheral,584.7518325899728
33,29,low,peripheral,785.1133133517578
33,30,high,central,717.1272747800685
33,31,high,peripheral,667.5656936713494
33,32,low,central,633.3293168572709
34,1,high,peripheral,1502.897186204791
34,2,low,peripheral,1702.2703022230417
34,3,low,central,2068.897607503459
34,4,high,central,801.482193171978
34,5,high,peripheral,634.2019296716899
34,6,high,central,584.4928729347885
34,7,low,central,734.7262161783874
34,8,high,central,634.4919051043689
34,9,high,peripheral,617.9605403449386
34,10,low,peripheral,1301.9785883370787
34,11,high,peripheral,601.008830126375
34,12,low,peripheral,1785.6812980026007
34,13,high,central,584.5169716048986
34,14,low,peripheral,1218.4091727249324
34,15,low,central,685.1562212686986
34,16,low,peripheral,2152.7968998998404
34,17,low,peripheral,1319.0839779563248
34,18,low,peripheral,1235.1080435328186
34,19,high,central,750.8376298937947
34,20,high,peripheral,717.733814381063
34,21,high,central,651.5566031448543
34,22,low,central,884.904250735417
34,23,low,central,668.3874246664345
34,24,high,central,601.5504598617554
34,25,high,peripheral,717.7784563973546
34,26,high,central,551.1757237836719
34,27,low,central,818.2387431152165
34,28,high,peripheral,684.6185422036797
34,29,low,central,1234.0413762722164
34,30,high,peripheral,601.152632618323
34,31,low,central,834.3635888304561
34,32,low,peripheral,2119.6136767975986
35,1,low,peripheral,2988.303825550247
35,2,low,central,984.9627951043658
35,3,high,peripheral,800.9177265921608
35,4,high,central,600.6640974665061
35,5,high,peripheral,635.1766218431294
35,6,low,peripheral,950.9796524071135
35,7,high,central,584.7672399249859
35,8,low,peripheral,952.0427613751963
35,9,low,peripheral,1335.3249672800303
35,10,high,central,601.3424170669168
35,11,low,central,751.9661195692606
35,12,high,peripheral,567.2482622321695
35,13,high,peripheral,534.3566728988662
35,14,low,central,634.5065984642133
35,15,high,peripheral,699.277236009948
35,16,low,peripheral,867.4278174294159
35,17,low,peripheral,1169.2405545618385
35,18,low,central,801.7880458501168
35,19,high,central,451.3448862126097
35,20,low,peripheral,1168.9205552102067
35,21,high,central,468.1179889012128
35,22,low,central,501.6262684366666
35,23,low,peripheral,818.0847050389275
35,24,high,central,500.9882449521683
35,25,high,peripheral,717.9750755894929
35,26,low,central,968.8865799689665
35,27,low,central,1384.4136604457162
35,28,high,peripheral,500.6350604817271
35,29,high,central,501.2422691215761
35,30,high,peripheral,634.6938573988155
35,31,high,central,417.82198945293203
35,32,low,central,633.8820071541704
36,1,low,central,968.2568404823542
36,2,low,central,818.3169290423393
36,3,low,central,568.3230524882674
36,4,high,peripheral,651.6169453971088
36,5,high,central,484.1770126949996
36,6,low,central,651.3724026735872
36,7,high,central,484.39864185638726
36,8,high,peripheral,568.0263615213335
36,9,high,central,434.45896776393056
36,10,low,peripheral,1101.708086207509
36,12,low,central,1018.3019957039505
36,13,low,central,1001.7750095576048
36,14,low,peripheral,1135.310008423403
36,15,high,central,634.5475404523313
36,16,high,peripheral,683.1021304242313
36,17,high,central,484.2817038297653
36,18,low,peripheral,1902.4605986196548
36,19,high,peripheral,534.5263653434813
36,20,high,peripheral,633.3987028338015
36,21,high,central,551.1228824034333
36,22,high,peripheral,584.5418910030276
36,23,low,peripheral,818.1624603457749
36,24,low,peripheral,1919.4067446514964
36,25,high,peripheral,584.0887560043484
36,26,low,peripheral,1201.9054586999118
36,27,high,central,501.2638005428016
36,28,low,peripheral,801.2013016268611
36,29,low,central,551.1505366303027
36,31,high,peripheral,550.5105373449624
36,32,high,central,517.6770091056824
37,1,low,central,2704.8441302904394
37,2,low,central,34.34707529959269
37,4,high,central,3270.63951434684
37,5,high,peripheral,818.242693610955
37,6,high,central,3187.7144445315935
37,7,high,central,2669.913548597833
37,9,low,peripheral,2070.13375608949
37,10,low,peripheral,1368.7796024605632
37,11,high,peripheral,1636.1855352879502
37,12,low,central,2602.659003518056
37,13,low,peripheral,1452.239981124876
37,14,low,peripheral,1452.9242283315398
37,15,high,peripheral,868.2804417912848
37,16,low,peripheral,868.1563923601061
37,17,low,peripheral,2118.655651836889
37,18,low,central,1486.1675006977748
37,19,high,central,1368.9463186019566
37,21,high,peripheral,685.0151842227206
37,22,high,central,834.3126258987468
37,23,low,central,1101.8094229511917
37,24,low,central,984.6348581195343
37,25,high,peripheral,3320.6938550865743
37,26,low,central,3103.6409298249055
37,27,low,peripheral,1135.1222262019292
37,28,high,peripheral,868.8110099174082
37,29,high,peripheral,1252.1340255334508
37,30,high,central,551.2499955657404
37,31,high,central,685.1625422714278
37,32,high,peripheral,701.9479316077195
38,1,low,central,1018.4074770659208
38,2,low,central,1452.802840154618
38,3,low,peripheral,2035.4207835625857
38,4,high,peripheral,701.3614596799016
38,5,low,central,1117.9095420520753
38,6,low,central,801.4091039076447
38,7,low,peripheral,1352.0472461823374
38,8,low,central,1452.2035324480385
38,9,high,peripheral,1002.2518481127918
38,10,high,central,502.0333796273917
38,11,high,peripheral,567.9066581651568
38,12,high,peripheral,751.3694793451577
38,13,high,peripheral,400.16015782020986
38,14,low,peripheral,834.7238167189062
38,15,high,central,450.9831885807216
38,16,low,peripheral,2119.4546262267977
38,17,high,central,1118.5230719856918
38,18,low,peripheral,1702.238495228812
38,19,high,peripheral,1101.9700118340552
38,20,high,central,701.1315340641886
38,21,high,central,884.5690712332726
38,22,low,peripheral,1184.9763002246618
38,23,low,central,1552.300954470411
38,25,high,central,618.0422825273126
38,26,high,peripheral,618.9963552169502
38,27,low,central,818.2797934859991
38,28,high,central,551.094832830131
38,29,low,peripheral,1068.4040400665253
38,30,low,central,767.6025400869548
38,31,high,peripheral,601.2442845385522
38,32,high,central,484.3879754189402
39,2,high,central,2052.713938988745
39,3,high,central,2836.7049917578697
39,4,low,central,2403.893811861053
39,5,high,central,951.8419182859361
39,6,high,peripheral,901.6690193675458
39,7,low,peripheral,3320.9133681375533
39,8,high,peripheral,768.4425895567983
39,9,high,central,714.9950200691819
39,10,low,central,3270.5812591593713
39,11,high,central,768.6227380763739
39,13,high,peripheral,985.5099087581038
39,14,low,peripheral,1452.2332272026688
39,15,high,central,1234.0988453943282
39,16,low,central,1317.7291667088866
39,17,high,peripheral,783.7393980007619
39,18,low,peripheral,2303.484014235437
39,19,low,peripheral,2486.4673418924212
39,20,low,central,1751.3107175473124
39,21,high,peripheral,884.354233276099
39,22,high,central,617.8926830179989
39,23,low,central,785.0596958305687
39,25,high,peripheral,1117.1995461918414
39,26,high,peripheral,768.1174536701292
39,27,low,peripheral,2736.2197367474437
39,28,low,peripheral,1820.2190462034196
39,29,high,central,818.164327647537
39,30,high,peripheral,1184.17207011953
39,31,low,central,2770.665604621172
39,32,low,peripheral,1401.8545008730143
4,1,high,peripheral,2252.938267076388
4,2,high,central,1118.4744795318693
4,3,high,central,551.2192770838737
4,4,low,central,1452.5981983169913
4,5,low,peripheral,1268.6328594572842
4,6,high,central,684.5614861231297
4,7,low,central,919.0357821062207
4,8,high,peripheral,784.4171307515353
4,9,low,central,2770.0167584698647
4,10,high,central,618.0663814302534
4,11,high,central,683.817190816626
4,12,low,central,984.733258606866
4,14,low,peripheral,1269.2120191641152
4,15,high,peripheral,851.2504077516496
4,16,low,central,783.7874032557011
4,17,low,peripheral,1502.5015270803124
4,18,low,peripheral,1685.5005463585258
4,19,low,central,1135.0698112510145
4,20,low,central,685.3326454292983
4,21,high,peripheral,750.1803454943001
4,22,high,peripheral,850.7696185261011
4,23,high,peripheral,733.5992357693613
4,24,low,peripheral,1068.6481876764446
4,26,low,peripheral,1284.9216237664223
4,27,high,central,834.6977427136153
4,28,high,peripheral,884.7930708434433
4,29,high,central,985.0635298062116
4,30,high,central,684.9703742191195
4,31,low,central,1585.4240625631064
4,32,high,peripheral,768.0766135454178
40,1,high,peripheral,1485.7260244898498
40,2,low,central,2419.91782723926
40,3,low,central,1353.3807408530265
40,4,low,central,2036.1544690094888
40,5,low,peripheral,1302.450172835961
40,6,high,peripheral,818.294913507998
40,7,high,peripheral,835.0384198129177
40,8,high,central,651.4224198181182
40,9,low,peripheral,1852.9505184851587
40,10,high,central,651.4639013912529
40,11,high,peripheral,951.8139259889722
40,12,high,central,718.1029135826975
40,13,low,central,1085.19506175071
40,14,high,peripheral,818.6058271676302
40,15,low,central,1367.8783208597451
40,16,low,central,1018.6804938130081
40,17,high,central,733.9595060329884
40,18,low,peripheral,1685.7362964656204
40,19,low,central,868.4863210655749
40,20,high,peripheral,868.8466174062341
40,21,high,central,718.5481481719762
40,22,high,peripheral,835.2525432128459
40,23,high,central,652.1580247208476
40,24,low,central,1017.1314566396177
40,25,low,peripheral,2170.4316050745547
40,26,low,peripheral,2235.8921482227743
40,27,high,central,785.204938147217
40,28,low,peripheral,1636.1872593406588
40,29,high,central,852.0912593230605
40,30,high,peripheral,685.8271604869515
40,31,low,peripheral,2320.0000000651926
40,32,low,peripheral,1486.3415309228003
41,1,high,central,851.5546636190265
41,2,high,peripheral,767.7555204718374
41,3,low,peripheral,834.3959814519621
41,4,low,peripheral,985.7240775600076
41,5,low,central,1152.7293773251586
41,6,high,central,667.7979895612225
41,7,low,peripheral,1101.6057251836173
41,8,low,central,1585.0805233349092
41,9,low,peripheral,1219.3599618040025
41,10,high,central,550.3767893533222
41,11,low,central,1384.754202910699
41,12,low,peripheral,1218.703765538521
41,13,high,central,718.6166545725428
41,14,high,peripheral,984.9975605029613
41,15,high,central,634.7068944014609
41,16,high,peripheral,751.1605903273448
41,17,low,central,1836.0504967276938
41,18,high,peripheral,1035.158053971827
41,19,high,peripheral,952.2090820828453
41,20,low,central,1235.5136088444851
41,21,high,peripheral,751.4553057844751
41,22,high,peripheral,734.6221538027748
41,23,low,central,1085.288127826061
41,24,high,central,783.4058598964475
41,25,high,central,768.476901750546
41,26,high,peripheral,718.5688522295095
41,27,low,peripheral,1869.3138384260237
41,28,low,peripheral,1084.5556848216802
41,29,low,peripheral,1769.0517154405825
41,30,low,central,1251.8959962762892
41,31,low,central,1135.9088673489168
41,32,high,central,584.7719807061367
42,1,low,central,3270.4546998720616
42,3,high,central,1735.1223821751773
42,4,high,central,1518.798997392878
42,6,high,peripheral,2437.01140768826
42,7,low,peripheral,1369.2216342315078
42,8,low,peripheral,2436.226420570165
42,11,low,central,2335.770599078387
42,12,low,peripheral,2402.6627929415554
42,13,low,central,2670.3398160170764
42,14,high,central,1451.2355939950794
42,15,low,central,1818.8248346559703
42,16,high,central,2218.5941976495087
42,17,high,peripheral,1218.5475802980363
42,18,low,peripheral,2152.3234352935106
42,19,high,central,784.5710343681276
42,20,high,peripheral,1335.2163275703788
42,21,low,peripheral,1235.2918633259833
42,22,low,central,1553.1021803617477
42,23,low,central,1185.908001381904
42,24,low,central,1184.8899279721081
42,25,high,central,817.9869093000889
42,26,high,peripheral,734.4290493056178
42,27,high,peripheral,602.1976477932185
42,28,high,central,650.772029068321
42,29,high,peripheral,868.6270667240024
42,30,high,peripheral,651.2583496514708
42,31,low,peripheral,1302.045786054805
42,32,high,peripheral,834.5921307336539
43,1,high,peripheral,768.1587231345475
43,2,low,peripheral,1468.7986050266773
43,3,low,central,817.9558787960559
43,4,low,peripheral,751.2797040399164
43,5,low,peripheral,1135.1854363456368
43,6,low,central,801.3395757880062
43,7,high,central,584.9878853186965
43,8,high,central,618.1189604103565
43,9,low,peripheral,1167.1384365763515
43,10,low,peripheral,1635.3819794021547
43,11,high,central,651.3144301716238
43,12,high,peripheral,584.7468976862729
43,13,high,central,584.477070486173
43,14,low,central,1435.534394113347
43,15,high,peripheral,851.4271017629653
43,16,low,central,984.9615744315088
43,17,low,central,1001.4672598335892
43,18,high,peripheral,684.887579176575
43,19,low,central,968.8509504776448
43,20,high,peripheral,669.0021408721805
43,21,low,peripheral,968.3097158558667
43,22,high,central,617.5303182099015
43,23,high,peripheral,651.3685535173863
43,24,low,peripheral,918.8005605246872
43,25,high,peripheral,617.5113548524678
43,26,low,peripheral,1251.8697290215641
43,27,high,peripheral,550.8106867782772
43,28,high,central,718.0980616249144
43,29,high,central,501.15417316555977
43,30,low,central,817.1985452063382
43,31,high,central,367.5620218273252
43,32,low,central,551.3629831839353
44,1,high,peripheral,1118.4821729548275
44,2,low,peripheral,1101.8939258065075
44,3,high,central,818.6390122864395
44,4,low,central,1067.0028640888631
44,5,high,peripheral,668.182123452425
44,6,high,central,667.1273086685687
44,7,low,central,1252.104296348989
44,8,low,central,818.2672592811286
44,9,low,peripheral,2119.2667654249817
44,10,low,peripheral,934.985481435433
44,11,low,central,1267.3837037291378
44,12,high,central,618.3174320030957
44,13,low,central,1150.6959011312574
44,14,high,peripheral,733.1986173521727
44,15,high,peripheral,701.7244445160031
44,16,low,central,833.7355062831193
44,17,low,peripheral,1384.8122467752546
44,18,high,peripheral,816.5941727347672
44,19,high,peripheral,735.0569877307862
44,20,low,peripheral,1202.0713086239994
44,21,low,peripheral,1200.9457778185606
44,22,low,peripheral,1452.2986665833741
44,23,high,central,600.3903211094439
44,24,low,central,918.236444471404
44,25,low,central,900.3583211451769
44,26,low,peripheral,1684.5412345137447
44,27,high,central,734.1112098656595
44,28,high,central,534.7638516686857
44,29,high,peripheral,618.4126420412213
44,30,high,central,718.2305185124278
44,31,high,central,618.2581728789955
44,32,high,peripheral,833.9251358993351
45,1,high,central,1234.9667970556766
45,2,high,peripheral,751.7073601484299
45,4,low,peripheral,900.8698083925992
45,5,low,peripheral,1335.2683479897678
45,6,high,central,701.3981644995511
45,7,high,peripheral,717.9852458648384
45,8,high,central,651.2888707220554
45,9,high,peripheral,668.0975819472224
45,10,low,peripheral,1202.7862155809999
45,11,high,central,701.5719918999821
45,12,low,central,851.4937500003725
45,13,high,peripheral,667.9403472226113
45,14,low,peripheral,1485.211439197883
45,15,high,central,618.0933744180948
45,16,high,peripheral,618.2687820401043
45,17,low,central,1318.6243777163327
45,18,low,peripheral,869.2936722654849
45,19,high,peripheral,667.9826187901199
45,20,high,central,601.8405156210065
45,21,low,central,751.1929890606552
45,22,high,central,551.364999031648
45,23,low,central,935.3674296289682
45,24,high,peripheral,785.7198447454721
45,25,low,central,2053.2211989630014
45,26,low,central,701.4139669481665
45,27,low,peripheral,985.0559823680669
45,28,low,central,1786.2373762764037
45,29,high,central,634.8041102755815
45,30,low,central,968.0260363966227
45,31,low,peripheral,1952.7015737257898
45,32,high,peripheral,785.2757947985083
46,1,low,central,968.208247795701
46,2,high,central,817.8242878057063
46,3,low,peripheral,1285.6094252783805
46,4,high,peripheral,684.892152203247
46,5,high,central,835.1469272747636
46,6,high,central,534.6555502619594
46,7,high,peripheral,635.3337119799107
46,8,low,central,1384.9969224538654
46,9,low,peripheral,1101.4220619108528
46,10,high,peripheral,717.8734333720058
46,11,low,central,985.0532582495362
46,12,low,central,967.7764459047467
46,13,high,peripheral,617.892554262653
46,14,low,peripheral,1101.5579628292471
46,15,high,peripheral,734.7717771772295
46,16,high,central,484.3709876295179
46,17,low,peripheral,1103.2456641551107
46,18,high,central,534.3663652893156
46,19,low,peripheral,534.3991555273533
46,20,high,central,518.436316633597
46,21,low,central,701.3302496634424
46,22,low,peripheral,884.9807248916477
46,23,high,peripheral,568.1247320026159
46,24,high,peripheral,600.5774212535471
46,25,low,peripheral,1102.3749494925141
46,26,low,central,1168.813560390845
46,27,high,central,551.449597813189
46,28,high,central,483.88269217684865
46,29,low,central,652.3079075850546
46,30,high,peripheral,584.4506321009248
46,31,low,central,867.9409495089203
46,32,low,peripheral,918.387487065047
47,1,low,peripheral,2236.5729329758324
47,2,low,peripheral,1886.0985228966456
47,3,low,central,1552.694341778988
47,4,low,peripheral,2019.2363532842137
47,5,high,central,899.6989233419299
47,6,low,central,985.151203989517
47,7,low,central,1451.9764748692978
47,8,high,peripheral,2235.920290724607
47,9,high,central,1251.9428155792411
47,10,low,central,1335.1882805582136
47,11,low,peripheral,2001.5367907471955
47,12,high,peripheral,1218.6379135237075
47,13,high,peripheral,1118.7820716004353
47,14,low,central,1852.570410905173
47,15,high,peripheral,2253.0790135497227
47,16,low,peripheral,2520.3443043283187
47,17,high,central,1068.4124714753125
47,18,low,peripheral,2936.8560738221277
47,19,high,central,1519.0808964252938
47,20,low,peripheral,1835.8375647803769
47,21,high,peripheral,1234.4518457248341
47,22,high,peripheral,1802.8317245771177
47,23,low,central,2853.5430532647297
47,24,low,central,2319.6516818425152
47,25,high,central,1168.7214493576903
47,26,high,central,1402.1706280182116
47,27,low,central,1335.113218810875
47,28,low,peripheral,1968.6218147689942
47,29,high,peripheral,1318.4811134706251
47,30,high,peripheral,1468.9052716712467
47,31,high,central,735.1394509314559
47,32,high,central,1735.726117825834
48,1,low,peripheral,1500.954072456807
48,2,high,peripheral,1068.4174722991884
48,3,low,central,1350.903149228543
48,4,high,central,718.633531127125
48,5,high,central,734.574246685952
48,6,low,peripheral,2669.0276835579425
48,7,low,central,1134.0592447668314
48,8,low,central,1151.3313164468855
48,9,high,peripheral,801.3498447835445
48,10,low,central,984.8810115363449
48,11,high,central,668.0202775169164
48,12,high,central,665.5420593451709
48,13,low,central,717.8280015941709
48,14,high,central,684.6061281394213
48,15,high,peripheral,765.8804687671363
48,16,high,central,685.547953704372
48,17,high,peripheral,851.8295674584806
48,18,low,peripheral,1819.56571736373
48,19,high,central,767.9245148319751
48,20,low,central,918.1555861141533
48,21,low,peripheral,1251.775602111593
48,22,low,peripheral,1401.6621802002192
48,23,high,central,751.7289849929512
48,24,high,peripheral,768.2034280151129
48,25,low,peripheral,1051.0790303815156
48,26,high,peripheral,684.3971407506615
48,27,low,central,867.1769013162702
48,28,low,peripheral,1285.3573760949075
48,29,high,peripheral,935.1404481567442
48,30,low,central,1335.1809023879468
48,31,low,peripheral,1118.4199610725045
48,32,high,peripheral,701.928767375648
49,1,low,central,2153.380832809489
49,2,low,peripheral,1835.8008181676269
49,3,high,central,668.4000624227338
49,4,low,central,951.7523916438222
49,5,high,peripheral,651.4566884725355
49,6,high,peripheral,651.3519973377697
49,7,low,central,1301.7483422299847
49,8,low,peripheral,1352.2197487181984
49,9,high,peripheral,917.0589292771183
49,10,low,central,2086.2777555012144
49,11,low,peripheral,1835.2706463774666
49,12,high,central,635.0928689353168
49,13,low,central,2736.8882234441116
49,14,high,peripheral,668.4644573251717
49,15,high,central,634.930893953424
49,16,high,peripheral,551.3371825800277
49,17,low,peripheral,2587.162099429406
49,18,high,central,700.925825338345
49,19,low,peripheral,1617.277595505584
49,20,high,peripheral,718.520654772874
49,21,low,peripheral,1001.294614688959
49,22,high,central,668.0180385010317
49,23,high,central,601.2965900590643
49,24,low,central,651.2220223085023
49,25,low,central,1118.6676174402237
49,26,low,central,1201.5525895403698
49,27,high,central,617.646187369246
49,28,high,peripheral,850.6231098435819
49,29,low,peripheral,1133.2603787304834
49,30,high,peripheral,618.1265814811923
49,31,low,peripheral,584.8375608329661
49,32,high,central,534.8809187416919
5,1,high,peripheral,685.5384723749012
5,2,high,central,551.369400229305
5,3,low,peripheral,851.2705559842288
5,4,low,peripheral,1000.5570363719016
5,5,high,peripheral,601.4556421432644
5,6,low,central,766.861010575667
5,7,high,peripheral,584.4561629928648
5,8,high,central,517.94288540259
5,9,high,central,567.88888038136065
5,10,high,peripheral,717.4609897192568
5,11,low,central,800.2578958403319
5,12,high,central,567.7573250140995
5,13,high,peripheral,666.699193418026
5,14,low,peripheral,2018.149106996134
5,15,low,central,1735.9300963580608
5,16,low,central,1285.3727836627513
5,17,low,central,701.3555336743593
5,18,low,peripheral,1203.0337532050908
5,19,low,peripheral,1051.6656960826367
5,20,high,central,667.912031058222
5,21,low,peripheral,801.5762148424983
5,22,high,central,650.138626806438
5,23,high,peripheral,634.7600833978504
5,24,high,peripheral,666.3325766567141
5,25,low,peripheral,1100.6157421506941
5,26,high,peripheral,650.108207250014
5,27,high,central,434.36059751547873
5,28,low,central,752.0580708514899
5,29,high,central,518.2711810339242
5,30,low,central,767.0316766016185
5,31,low,peripheral,868.2099860161543
5,32,low,central,716.852595563978
50,1,low,central,651.1516647879034
50,2,low,peripheral,1051.7681192141026
50,3,low,peripheral,884.8556582815945
50,4,low,central,918.3098936919123
50,5,low,central,567.9472859483212
50,6,low,central,567.7568663377315
50,7,high,central,450.74072130955756
50,8,low,peripheral,1135.0120038259774
50,9,high,peripheral,383.98750964552164
50,10,high,central,384.92459640838206
50,11,low,central,651.9718130584806
50,12,low,peripheral,734.4212282914668
50,13,high,peripheral,517.8135379683226
50,14,low,peripheral,802.3687121458352
50,15,high,peripheral,484.54972240142524
50,16,high,central,534.4847543165088
50,17,high,central,401.01941768079996
50,18,high,peripheral,517.7254390437156
50,19,high,central,451.1421041097492
50,20,high,peripheral,534.5305816736072
50,21,high,central,601.356879575178
50,22,high,peripheral,533.3888526074588
50,23,low,central,718.7293702736497
50,24,low,peripheral,968.315641861409
50,25,low,peripheral,734.6697223838419
50,26,high,central,467.793567571789
50,27,low,peripheral,618.4251331724226
50,28,high,peripheral,451.26773370429873
50,29,high,central,467.58892526850104
50,30,low,central,1301.8596747424453
50,31,high,peripheral,451.1081287637353
50,32,low,central,984.79367303662
51,1,high,peripheral,2136.8585937889293
51,2,low,central,2936.6594831226394
51,3,low,peripheral,2804.0730784414336
51,4,low,central,1386.1211139010265
51,5,low,peripheral,1418.9546292182058
51,6,high,central,784.0079327579588
51,7,high,central,1051.3093307381496
51,8,high,central,785.029165330343
51,9,high,peripheral,1301.770070567727
51,10,high,central,867.5783356884494
51,11,high,central,984.8233386874199
51,12,low,central,1686.1947927391157
51,14,low,peripheral,3103.158709825948
51,15,high,peripheral,1085.2857574354857
51,16,high,peripheral,918.4064822038636
51,17,low,peripheral,1669.1321103135124
51,18,low,central,1669.1309252055362
51,19,high,peripheral,819.6041093906388
51,20,low,peripheral,2053.0349569162354
51,21,high,central,867.8185326280072
51,22,low,central,801.8532309215516
51,23,low,central,651.4582687523216
51,24,low,peripheral,1802.6330812135711
51,25,low,central,1319.1646040650085
51,26,high,peripheral,1118.290729355067
51,27,high,peripheral,851.684243651107
51,28,high,peripheral,734.833906404674
51,29,low,central,1218.8661355758086
51,30,low,peripheral,2068.7895924784243
51,31,high,central,701.6144165536389
51,32,high,central,951.8029594328254
52,1,low,central,1168.0656466633081
52,2,low,peripheral,2803.3856011461467
52,3,low,central,935.0297027267516
52,4,low,peripheral,1351.0294719599187
52,5,high,peripheral,1219.573815120384
52,6,low,central,1034.371569287032
52,7,high,central,734.6985617186874
52,8,high,peripheral,783.6961119901389
52,9,high,peripheral,1019.2359583452344
52,10,low,central,1184.1004185844213
52,11,high,central,734.6685372758657
52,12,high,central,784.6509765367955
52,13,low,peripheral,985.8010807074606
52,14,high,central,984.4922407064587
52,15,low,peripheral,1418.5459432192147
52,16,high,peripheral,817.1736560761929
52,17,high,central,634.6491395961493
52,18,low,peripheral,1250.919605139643
52,19,high,central,985.9271056484431
52,20,low,peripheral,1517.0870190486312
52,21,high,central,819.1280271857977
52,22,high,peripheral,900.8758126292378
52,23,high,peripheral,868.4056764468551
52,24,high,central,701.393264811486
52,25,low,central,1017.1804511919618
52,26,low,central,1002.6006924454123
52,27,low,peripheral,1335.2906017098576
52,28,low,central,1584.5813667401671
52,29,high,peripheral,901.4680103864521
52,30,low,central,952.4396848864853
52,31,low,peripheral,2803.4713296219707
