respondent;sex;condition;exp_clock;trial_clock;block;block_nr;trial_nr;sound;salience;position;orientation;event;value;responseTime;accuracy
1;m;NA;73.7327269918751;3.77467746147886;VA;2;1;microwaveoven;high;central;right;SearchResponse;right;951.982955448329;1
1;m;NA;80.8900925116614;4.13758080499247;VA;2;2;firealarm;low;peripheral;right;SearchResponse;right;1318.76304442994;1
1;m;NA;88.1142267032992;4.20459402003326;VA;2;3;growlingdog;low;peripheral;right;SearchResponse;right;1385.24371571839;1
1;m;NA;95.0707347011194;3.93716496252455;VA;2;4;microwaveoven;low;peripheral;left;SearchResponse;left;1117.91302869096;1
1;m;NA;103.179171768017;5.08873333968222;VA;2;5;cluckinghen;low;peripheral;right;SearchResponse;right;2269.66313435696;1
1;m;NA;109.685423034709;3.48679010779597;VA;2;6;growlingdog;low;central;right;SearchResponse;right;668.400989845395;1
1;m;NA;116.125239852117;3.42024188069627;VA;2;7;microwaveoven;low;central;right;SearchResponse;right;601.533552398905;1
1;m;NA;122.514958437532;3.37010335223749;VA;2;8;firealarm;high;central;right;SearchResponse;right;550.723023246974;1
1;m;NA;128.887940607965;3.35333651746623;VA;2;9;microwaveoven;high;peripheral;right;SearchResponse;right;534.604880493134;1
1;m;NA;135.227683825418;3.31997114466503;VA;2;10;firealarm;low;central;right;SearchResponse;right;501.234371913597;1
1;m;NA;141.600653748959;3.35321523342282;VA;2;11;microwaveoven;high;peripheral;left;SearchResponse;left;534.5543124713;1
1;m;NA;147.888329349225;3.27000209782273;VA;2;12;cluckinghen;high;central;left;SearchResponse;left;450.600830372423;1
1;m;NA;154.096471027937;3.18851775419898;VA;2;13;microwaveoven;high;central;left;SearchResponse;left;367.561917053536;1
1;m;NA;161.520664320793;4.40414823195897;VA;2;14;firealarm;low;central;left;SearchResponse;left;1585.54815058596;1
1;m;NA;168.427615716588;3.88732944661751;VA;2;15;growlingdog;low;central;left;SearchResponse;left;1068.79099505022;1
1;m;NA;174.967325591017;3.52015548059717;VA;2;16;microwaveoven;low;central;left;SearchResponse;left;701.499300543219;1
1;m;NA;182.391467525624;4.40437618293799;VA;2;17;cluckinghen;low;peripheral;left;SearchResponse;left;1585.58844705112;1
1;m;NA;189.448659494752;4.03746532835066;VA;2;18;microwaveoven;low;peripheral;right;SearchResponse;right;1218.83048163727;1
1;m;NA;195.93852950749;3.47021803865209;VA;2;19;cluckinghen;low;central;right;SearchResponse;right;651.32126561366;1
1;m;NA;202.411510611186;3.45330424094573;VA;2;20;growlingdog;high;central;left;SearchResponse;left;634.570628637448;1
1;m;NA;208.901342697907;3.47013547061943;VA;2;21;cluckinghen;high;peripheral;right;SearchResponse;right;651.498253457248;1
1;m;NA;215.27438728814;3.35333454213105;VA;2;22;growlingdog;high;central;right;SearchResponse;right;535.303350305185;1
1;m;NA;222.498300639912;4.2037477970589;VA;2;23;cluckinghen;low;central;left;SearchResponse;left;1385.3416913189;1
1;m;NA;228.938177902019;3.41944978106767;VA;2;24;firealarm;high;peripheral;right;SearchResponse;right;601.813256507739;1
1;m;NA;235.361276872689;3.40350625594147;VA;2;25;cluckinghen;high;peripheral;left;SearchResponse;left;584.590915124863;1
1;m;NA;241.884376356844;3.50339496694505;VA;2;26;growlingdog;high;peripheral;left;SearchResponse;left;685.187577502802;1
1;m;NA;248.25742805819;3.35332782613114;VA;2;27;firealarm;high;central;left;SearchResponse;left;534.532584017143;1
1;m;NA;254.614202011842;3.33705995511264;VA;2;28;cluckinghen;high;central;right;SearchResponse;right;517.718737013638;1
1;m;NA;260.936735529918;3.30292737134732;VA;2;29;growlingdog;high;peripheral;right;SearchResponse;right;484.833759954199;1
1;m;NA;267.293845286593;3.33742025168613;VA;2;30;firealarm;high;peripheral;left;SearchResponse;left;517.971576657146;1
1;m;NA;273.699612483615;3.38671887805685;VA;2;31;growlingdog;low;peripheral;left;SearchResponse;right;567.997512640432;0
1;m;NA;280.573120679241;3.85313009750098;VA;2;32;firealarm;low;peripheral;left;SearchResponse;left;1035.13051080517;1
1;m;NA;286.946065713884;3.34205512143672;VA;3;1;microwaveoven;high;central;right;SearchResponse;right;517.901650862768;1
1;m;NA;293.669695608551;3.70389614277519;VA;3;2;firealarm;low;peripheral;right;SearchResponse;right;884.789987001568;1
1;m;NA;300.210572496522;3.52121543255635;VA;3;3;growlingdog;low;peripheral;right;SearchResponse;right;701.342460699379;1
1;m;NA;306.982885510661;3.75370518956333;VA;3;4;microwaveoven;low;peripheral;left;SearchResponse;left;934.899675892666;1
1;m;NA;313.939835978206;3.93727162946016;VA;3;5;cluckinghen;low;peripheral;right;SearchResponse;right;1118.52972069755;1
1;m;NA;320.463078474859;3.50348938675597;VA;3;6;growlingdog;low;central;right;SearchResponse;right;683.862933889031;1
1;m;NA;326.91984425066;3.43707587616518;VA;3;7;microwaveoven;low;central;right;SearchResponse;right;618.042411515489;1
1;m;NA;333.375943161547;3.43664328288287;VA;3;8;firealarm;high;central;right;SearchResponse;right;618.558757705614;1
1;m;NA;340.366259792121;3.97060381690972;VA;3;9;microwaveoven;high;peripheral;right;SearchResponse;right;1151.83267369866;1
1;m;NA;346.840582132107;3.45464350166731;VA;3;10;firealarm;low;central;right;SearchResponse;right;635.084209498018;1
1;m;NA;353.212545042159;3.35332506080158;VA;3;11;microwaveoven;high;peripheral;left;SearchResponse;left;534.366262843832;1
1;m;NA;359.5526979391;3.32045509596355;VA;3;12;cluckinghen;high;central;left;SearchResponse;left;501.22212478891;1
1;m;NA;365.891887279227;3.31996324355714;VA;3;13;microwaveoven;high;central;left;SearchResponse;left;501.156149432063;1
1;m;NA;373.299667318119;4.38812766969204;VA;3;14;firealarm;low;central;left;SearchResponse;left;1569.03534103185;1
1;m;NA;380.323090555845;4.00417304201983;VA;3;15;growlingdog;low;central;left;SearchResponse;left;1185.25058985688;1
1;m;NA;387.063052716665;3.72037695255131;VA;3;16;microwaveoven;low;central;left;SearchResponse;left;901.569463778287;1
1;m;NA;393.670602671336;3.58785136323422;VA;3;17;cluckinghen;low;peripheral;left;SearchResponse;left;768.254145048559;1
1;m;NA;400.876885187346;4.18736377777532;VA;3;18;microwaveoven;low;peripheral;right;SearchResponse;right;1368.89169644564;1
1;m;NA;407.383416553261;3.48684660182334;VA;3;19;cluckinghen;low;central;right;SearchResponse;right;667.297580977902;1
1;m;NA;413.740710013779;3.3375640544109;VA;3;20;growlingdog;high;central;left;SearchResponse;left;517.932070652023;1
1;m;NA;420.329833872383;3.57026556460187;VA;3;21;cluckinghen;high;peripheral;right;SearchResponse;right;751.6390143428;1
1;m;NA;426.63600114896;3.28586898068897;VA;3;22;growlingdog;high;central;right;SearchResponse;right;467.998579377308;1
1;m;NA;433.79313911288;4.13748717517592;VA;3;23;cluckinghen;low;central;left;SearchResponse;left;1318.54259991087;1
1;m;NA;440.066092325374;3.25320800370537;VA;3;24;firealarm;high;peripheral;right;SearchResponse;right;434.515477856621;1
1;m;NA;446.389244510792;3.30347334733233;VA;3;25;cluckinghen;high;peripheral;left;SearchResponse;left;484.333611093462;1
1;m;NA;452.812370740576;3.40353628084995;VA;3;26;growlingdog;high;peripheral;left;SearchResponse;left;584.520593984053;1
1;m;NA;459.201996486401;3.37002275954001;VA;3;27;firealarm;high;central;left;SearchResponse;left;551.610727794468;1
1;m;NA;465.524882004829;3.30318021099083;VA;3;28;cluckinghen;high;central;right;SearchResponse;right;485.182994743809;1
1;m;NA;471.847946881549;3.3031762605533;VA;3;29;growlingdog;high;peripheral;right;SearchResponse;right;484.549314947799;1
1;m;NA;478.237761071883;3.37009584601037;VA;3;30;firealarm;high;peripheral;left;SearchResponse;left;551.287961890921;1
1;m;NA;484.911072289804;3.65365489805117;VA;3;31;growlingdog;low;peripheral;left;SearchResponse;left;834.7024214454;1
1;m;NA;491.601128218696;3.67043793038465;VA;3;32;firealarm;low;peripheral;left;SearchResponse;left;851.69641696848;1
1;m;NA;496.806221202482;2.17562489956617;VO;4;1;visual only;low;central;left;SearchResponse;left;1151.979241753;1
1;m;NA;502.145361555042;2.31939711933956;VO;4;2;visual only;low;peripheral;left;SearchResponse;left;1302.27709910832;1
1;m;NA;506.966393639101;1.80183798726648;VO;4;3;visual only;low;central;right;SearchResponse;right;785.151745425537;1
1;m;NA;511.638277497143;1.65228047664277;VO;4;4;visual only;high;peripheral;right;SearchResponse;right;634.754332713783;1
1;m;NA;516.375785531709;1.71829299954697;VO;4;5;visual only;low;central;left;SearchResponse;left;701.629275921732;1
1;m;NA;521.330865774769;1.93541562720202;VO;4;6;visual only;low;central;right;SearchResponse;right;918.847508728504;1
1;m;NA;525.952060782816;1.60120723117143;VO;4;7;visual only;high;central;left;SearchResponse;left;583.835161058232;1
1;m;NA;530.690176027827;1.71838583890349;VO;4;8;visual only;high;peripheral;left;SearchResponse;left;701.923597371206;1
1;m;NA;535.411617673002;1.70172014040872;VO;4;9;visual only;high;peripheral;left;SearchResponse;left;684.809107799083;1
1;m;NA;540.11623836006;1.68499597231857;VO;4;10;visual only;high;peripheral;left;SearchResponse;left;668.246520217508;1
1;m;NA;544.837664202787;1.70174937485717;VO;4;11;visual only;high;peripheral;right;SearchResponse;right;684.761700453237;1
1;m;NA;549.542550766608;1.68516505905427;VO;4;12;visual only;high;central;right;SearchResponse;right;667.877927422523;1
1;m;NA;554.181122980081;1.61893525207415;VO;4;13;visual only;high;central;left;SearchResponse;left;601.81523184292;1
1;m;NA;558.68496673787;1.48481084615923;VO;4;14;visual only;high;central;right;SearchResponse;right;467.866233550012;1
1;m;NA;563.773306990508;2.06883050128818;VO;4;15;visual only;low;peripheral;right;SearchResponse;right;1051.90880224109;1
1;m;NA;568.327953771455;1.53494621440768;VO;4;16;visual only;high;central;left;SearchResponse;left;517.886638408527;1
1;m;NA;573.216130626621;1.86854858486913;VO;4;17;visual only;low;central;right;SearchResponse;right;851.022835820913;1
1;m;NA;577.820681663929;1.58501244639046;VO;4;18;visual only;high;peripheral;left;SearchResponse;left;568.05993267335;1
1;m;NA;582.542140692007;1.7017300168518;VO;4;19;visual only;low;central;right;SearchResponse;right;684.604860842228;1
1;m;NA;587.380793340271;1.8190670448821;VO;4;20;visual only;low;central;left;SearchResponse;left;801.576060941443;1
1;m;NA;592.035002115648;1.63371689920314;VO;4;21;visual only;high;peripheral;right;SearchResponse;right;602.186985313892;1
1;m;NA;597.191065905383;2.13644342101179;VO;4;22;visual only;low;central;left;SearchResponse;left;1118.64231340587;1
1;m;NA;601.694528823253;1.48475119192153;VO;4;23;visual only;high;central;right;SearchResponse;right;467.883221339434;1
1;m;NA;606.716639269143;2.00236563244835;VO;4;24;visual only;low;peripheral;left;SearchResponse;left;985.74378550984;1
1;m;NA;612.221785546746;2.48586487211287;VO;4;25;visual only;low;peripheral;left;SearchResponse;left;1468.82109879516;1
1;m;NA;617.110192723107;1.86870305426419;VO;4;26;visual only;low;peripheral;right;SearchResponse;right;851.929503493011;1
1;m;NA;622.11502156849;1.98466012999415;VO;4;27;visual only;low;peripheral;right;SearchResponse;right;968.032752396539;1
1;m;NA;626.70304201846;1.56839534034953;VO;4;28;visual only;high;central;right;SearchResponse;right;551.40055459924;1
1;m;NA;632.008289195132;2.28559678280726;VO;4;29;visual only;high;central;left;SearchResponse;left;1268.70431844145;1
1;m;NA;636.829902020749;1.80181309836917;VO;4;30;visual only;low;peripheral;left;SearchResponse;left;784.894164884463;1
1;m;NA;641.484413018683;1.63373428187333;VO;4;31;visual only;high;peripheral;right;SearchResponse;right;602.269158232957;1
1;m;NA;646.239664481487;1.73520837770775;VO;4;32;visual only;low;peripheral;right;SearchResponse;right;718.123517930508;1
10;m;NA;53.4567431793548;4.82656461978331;VA;2;1;cluckinghen;high;central;left;SearchResponse;left;2002.67574889585;1
10;m;NA;60.4139232963789;3.93734449404292;VA;2;2;microwaveoven;high;central;left;SearchResponse;left;1118.66924446076;1
10;m;NA;67.504282067297;4.070668135304;VA;2;3;cluckinghen;high;central;right;SearchResponse;right;1252.04700906761;1
10;m;NA;74.1109023431782;3.58579265442677;VA;2;4;growlingdog;high;central;left;SearchResponse;left;768.141403328627;1
10;m;NA;80.7675922682974;3.63706684508361;VA;2;5;cluckinghen;high;peripheral;left;SearchResponse;left;815.626563038677;1
10;m;NA;87.3407563997898;3.55349403899163;VA;2;6;microwaveoven;high;central;right;SearchResponse;right;735.46747979708;1
10;m;NA;93.7304430925287;3.37006361270323;VA;2;7;firealarm;high;central;left;SearchResponse;left;550.895722117275;1
10;m;NA;100.204452022444;3.45429538097233;VA;2;8;microwaveoven;high;peripheral;left;SearchResponse;left;634.614305803552;1
10;m;NA;106.776810624171;3.5530883113388;VA;2;9;firealarm;high;central;right;SearchResponse;right;734.691184479743;1
10;m;NA;113.01639266545;3.21981871430762;VA;2;10;growlingdog;high;central;right;SearchResponse;left;401.074329158291;0
10;m;NA;119.489477942465;3.45341716008261;VA;2;11;microwaveoven;high;peripheral;right;SearchResponse;right;634.67870070599;1
10;m;NA;126.046032519778;3.53640685603023;VA;2;12;firealarm;high;peripheral;left;SearchResponse;left;717.940593836829;1
10;m;NA;132.550528710242;3.48653513239697;VA;2;13;growlingdog;high;peripheral;left;SearchResponse;left;667.75440168567;1
10;m;NA;139.693790903548;4.12148089427501;VA;2;14;firealarm;high;peripheral;right;SearchResponse;right;1301.95310316049;1
10;m;NA;146.616970876697;3.90418938617222;VA;2;15;cluckinghen;high;peripheral;right;SearchResponse;right;1085.01952001825;1
10;m;NA;175.378360291012;4.05385196418501;VA;2;18;firealarm;low;central;left;SearchResponse;left;1234.38659240492;1
10;m;NA;181.90175462421;3.50337421684526;VA;2;19;growlingdog;high;peripheral;right;SearchResponse;right;684.823411749676;1
10;m;NA;189.509430503473;4.58785526873544;VA;2;20;microwaveoven;low;central;right;SearchResponse;right;1769.22545116395;1
10;m;NA;196.98315538466;4.4541097022593;VA;2;21;growlingdog;low;central;left;SearchResponse;left;1634.69094759785;1
10;m;NA;205.492074679118;5.48879409162328;VA;2;22;cluckinghen;low;central;right;SearchResponse;left;2669.961608015;0
10;m;NA;212.248688989552;3.73685374902561;VA;2;23;growlingdog;low;central;right;SearchResponse;right;918.293462600559;1
10;m;NA;219.522842037957;4.25435772142373;VA;2;24;firealarm;low;central;right;SearchResponse;right;1435.59792893939;1
10;m;NA;226.613313006004;4.07085934490897;VA;2;25;microwaveoven;low;peripheral;left;SearchResponse;left;1251.98379927315;1
10;m;NA;233.319789321627;3.68685402581468;VA;2;26;cluckinghen;low;peripheral;left;SearchResponse;left;868.315072264522;1
10;m;NA;240.360193010885;4.02070278231986;VA;2;27;microwaveoven;low;peripheral;right;SearchResponse;right;1201.84936001897;1
10;m;NA;247.16703815572;3.78714226232842;VA;2;28;cluckinghen;low;peripheral;right;SearchResponse;right;968.356395605952;1
10;m;NA;254.674526538933;4.48782579693943;VA;2;29;firealarm;low;peripheral;left;SearchResponse;left;1669.71785505302;1
10;m;NA;261.497989929048;3.80367635958828;VA;2;30;growlingdog;low;peripheral;left;SearchResponse;left;984.417999861762;1
10;m;NA;270.306759811472;5.78906265413389;VA;2;31;firealarm;low;peripheral;right;SearchResponse;right;2970.42967635207;1
10;m;NA;277.463900501374;4.13738170894794;VA;2;32;growlingdog;low;peripheral;right;SearchResponse;right;1318.83880496025;1
10;m;NA;284.053637051024;3.56028316402808;VA;3;1;cluckinghen;high;central;left;SearchResponse;left;734.882789198309;1
10;m;NA;290.543439338682;3.46994809689932;VA;3;2;microwaveoven;high;central;left;SearchResponse;left;651.155119063333;1
10;m;NA;297.13335287571;3.56885164417326;VA;3;3;cluckinghen;high;central;right;SearchResponse;right;751.293627778068;1
10;m;NA;304.040425812593;3.88710891921073;VA;3;4;growlingdog;high;central;left;SearchResponse;left;1067.96907773241;1
10;m;NA;310.546991728013;3.48685631714761;VA;3;5;cluckinghen;high;peripheral;left;SearchResponse;left;667.123093968257;1
10;m;NA;317.103479540208;3.53681969502941;VA;3;6;microwaveoven;high;central;right;SearchResponse;right;718.172494787723;1
10;m;NA;323.660066512413;3.53599559725262;VA;3;7;firealarm;high;central;left;SearchResponse;left;718.104148982093;1
10;m;NA;330.184117832454;3.50427653640509;VA;3;8;microwaveoven;high;peripheral;left;SearchResponse;left;684.873189311475;1
10;m;NA;336.673063232563;3.47005555336364;VA;3;9;firealarm;high;central;right;SearchResponse;right;651.36371133849;1
10;m;NA;343.246257783612;3.55272920057178;VA;3;10;growlingdog;high;central;right;SearchResponse;right;734.643777366728;1
10;m;NA;350.353079540655;4.0870564552024;VA;3;11;microwaveoven;high;peripheral;right;SearchResponse;right;1267.92016928084;1
10;m;NA;356.926581449341;3.5534857425373;VA;3;12;firealarm;high;peripheral;left;SearchResponse;left;734.635481145233;1
10;m;NA;363.39986702241;3.45353014743887;VA;3;13;growlingdog;high;peripheral;left;SearchResponse;left;636.104476172477;1
10;m;NA;369.972799647832;3.55343754519708;VA;3;14;firealarm;high;peripheral;right;SearchResponse;right;734.650098253042;1
10;m;NA;376.529254669789;3.53590789367445;VA;3;15;cluckinghen;high;peripheral;right;SearchResponse;right;717.737532453611;1
10;m;NA;384.070139148273;4.52092638681643;VA;3;16;microwaveoven;low;central;left;SearchResponse;left;1701.88689092174;1
10;m;NA;391.227512924233;4.13749588141218;VA;3;17;cluckinghen;low;central;left;SearchResponse;left;1318.56384221464;1
10;m;NA;398.217748199124;3.97056004661135;VA;3;18;firealarm;low;central;left;SearchResponse;left;1152.13289530948;1
10;m;NA;404.77411946794;3.53664744808339;VA;3;19;growlingdog;high;peripheral;right;SearchResponse;right;717.72805089131;1
10;m;NA;411.681783416308;3.88769044913352;VA;3;20;microwaveoven;low;central;right;SearchResponse;right;1068.59445944428;1
10;m;NA;418.204432269558;3.50345599465072;VA;3;21;growlingdog;low;central;left;SearchResponse;left;685.375706991181;1
10;m;NA;425.327854099218;4.10364981135353;VA;3;22;cluckinghen;low;central;right;SearchResponse;right;1284.53683434054;1
10;m;NA;431.901951759821;3.55403685290366;VA;3;23;growlingdog;low;central;right;SearchResponse;right;734.483382664621;1
10;m;NA;438.758363245986;3.8371897879988;VA;3;24;firealarm;low;central;right;SearchResponse;right;1018.57893355191;1
10;m;NA;446.065330069512;4.28736191638745;VA;3;25;microwaveoven;low;peripheral;left;SearchResponse;left;1468.43975340016;1
10;m;NA;453.155993432505;4.07026991364546;VA;3;26;cluckinghen;low;peripheral;left;SearchResponse;left;1253.68651258759;1
10;m;NA;459.996708350722;3.82102941861376;VA;3;27;microwaveoven;low;peripheral;right;SearchResponse;right;1001.78449111991;1
10;m;NA;466.952917012619;3.93702567974105;VA;3;28;cluckinghen;low;peripheral;right;SearchResponse;right;1118.27418347821;1
10;m;NA;474.076684125699;4.10381889762357;VA;3;29;firealarm;low;peripheral;left;SearchResponse;left;1286.50976950303;1
10;m;NA;481.46737585403;4.37083674711175;VA;3;30;growlingdog;low;peripheral;left;SearchResponse;left;1551.96357215755;1
10;m;NA;499.368556849658;4.03652932494879;VA;3;32;growlingdog;low;peripheral;right;SearchResponse;right;1219.02543166652;1
10;m;NA;504.039815048221;1.64262733003125;VO;4;1;visual only;high;central;left;SearchResponse;left;617.66065354459;1
10;m;NA;508.678079323377;1.61829354148358;VO;4;2;visual only;high;central;left;SearchResponse;left;601.385716348886;1
10;m;NA;514.551079030382;2.85332447872497;VO;4;3;visual only;low;central;left;SearchResponse;left;1836.02554304525;1
10;m;NA;519.305381048238;1.73507241858169;VO;4;4;visual only;high;peripheral;left;SearchResponse;left;717.187607428059;1
10;m;NA;524.2101586801;1.88509252737276;VO;4;5;visual only;high;peripheral;right;SearchResponse;right;867.466876283288;1
10;m;NA;530.015896073543;2.78594641247764;VO;4;6;visual only;low;central;left;SearchResponse;left;1768.92006886192;1
10;m;NA;534.687469925964;1.6516623776406;VO;4;7;visual only;high;peripheral;left;SearchResponse;left;634.48433065787;1
10;m;NA;539.759097664617;2.05205878196284;VO;4;8;visual only;low;peripheral;left;SearchResponse;left;1035.02848767675;1
10;m;NA;544.413822950795;1.63505874946713;VO;4;9;visual only;high;central;right;SearchResponse;right;618.444849969819;1
10;m;NA;549.101683592424;1.66875864681788;VO;4;10;visual only;high;central;left;SearchResponse;left;636.463586939499;1
10;m;NA;555.157814268954;3.0357700176537;VO;4;11;visual only;low;central;left;SearchResponse;left;2019.77320341393;1
10;m;NA;560.029325385578;1.85182680212893;VO;4;12;visual only;low;central;right;SearchResponse;right;834.862483199686;1
10;m;NA;565.051575622056;2.00281678582542;VO;4;13;visual only;low;central;right;SearchResponse;right;985.004665562883;1
10;m;NA;572.491868457291;4.42111854441464;VO;4;14;visual only;low;peripheral;right;SearchResponse;right;3404.86454544589;1
10;m;NA;577.195258160587;1.68377373437397;VO;4;15;visual only;high;peripheral;right;SearchResponse;right;665.817021857947;1
10;m;NA;581.817734213779;1.60153346927837;VO;4;16;visual only;high;central;left;SearchResponse;left;583.946929080412;1
10;m;NA;587.37328059529;2.53586206678301;VO;4;17;visual only;low;peripheral;right;SearchResponse;right;1519.14584613405;1
10;m;NA;592.395066239871;2.0020483918488;VO;4;18;visual only;low;central;right;SearchResponse;right;984.957653330639;1
10;m;NA;597.299925254425;1.88518773717806;VO;4;19;visual only;low;peripheral;left;SearchResponse;left;869.010774884373;1
10;m;NA;602.40503718704;2.08541181567125;VO;4;20;visual only;low;peripheral;left;SearchResponse;left;1068.38270672597;1
10;m;NA;606.942689275602;1.51802426786162;VO;4;21;visual only;high;central;right;SearchResponse;right;500.912591116503;1
10;m;NA;611.647688852856;1.68501936201937;VO;4;22;visual only;high;peripheral;right;SearchResponse;right;668.21148712188;1
10;m;NA;616.969331011409;2.30212772008963;VO;4;23;visual only;low;peripheral;right;SearchResponse;right;1285.49209213816;1
10;m;NA;621.507336284732;1.51819137879647;VO;4;24;visual only;high;central;right;SearchResponse;right;501.237331423908;1
10;m;NA;626.695935295196;2.16885188128799;VO;4;25;visual only;low;central;left;SearchResponse;left;1151.94010548294;1
10;m;NA;631.367166629527;1.65156203205697;VO;4;26;visual only;high;peripheral;right;SearchResponse;right;634.692922933027;1
10;m;NA;637.673576812027;3.28667846042663;VO;4;27;visual only;low;peripheral;left;SearchResponse;left;2270.09577071294;1
10;m;NA;642.244729292113;1.55155586916953;VO;4;28;visual only;high;peripheral;left;SearchResponse;left;534.822660963982;1
10;m;NA;647.349874804961;2.08538337145001;VO;4;29;visual only;low;peripheral;right;SearchResponse;right;1068.42181785032;1
10;m;NA;652.288214853033;1.91868615313433;VO;4;30;visual only;low;central;right;SearchResponse;right;901.618723291904;1
10;m;NA;657.092946025776;1.78514759871177;VO;4;31;visual only;high;peripheral;left;SearchResponse;left;767.904366832227;1
10;m;NA;661.714220303344;1.60060112504289;VO;4;32;visual only;high;central;right;SearchResponse;right;567.849374376237;1
11;m;NA;59.2347264137352;4.25981718907133;VA;2;1;cluckinghen;high;central;right;SearchResponse;right;1436.26920937095;1
11;m;NA;66.1080727340595;3.85380260890815;VA;2;2;firealarm;high;peripheral;left;SearchResponse;left;1034.22816167586;1
11;m;NA;74.0827137116867;4.95492067353916;VA;2;3;growlingdog;low;peripheral;left;SearchResponse;left;2136.31649830495;1
11;m;NA;81.5401507319184;4.43775622232351;VA;2;4;cluckinghen;low;central;left;SearchResponse;left;1619.54592377879;1
11;m;NA;88.5973616187111;4.03745818763855;VA;2;5;growlingdog;high;central;right;SearchResponse;right;1218.59327153652;1
11;m;NA;97.1391076105065;5.52209640378715;VA;2;6;cluckinghen;low;peripheral;right;SearchResponse;right;2703.46496926504;1
11;m;NA;104.4297577994;4.27084968725103;VA;2;7;growlingdog;low;peripheral;right;SearchResponse;right;1452.49795654672;1
11;m;NA;111.01944060027;3.56981750906562;VA;2;8;firealarm;high;peripheral;right;SearchResponse;right;751.500148733612;1
11;m;NA;117.592894653993;3.55333276180318;VA;2;9;growlingdog;high;peripheral;right;SearchResponse;right;734.813129820395;1
11;m;NA;125.200475338468;4.58786156558199;VA;2;10;microwaveoven;low;peripheral;right;SearchResponse;right;1769.09343962325;1
11;m;NA;132.107489227667;3.88706918995013;VA;2;11;firealarm;low;central;left;SearchResponse;left;1067.7238786011;1
11;m;NA;138.979173917702;3.85377337431419;VA;2;12;microwaveoven;high;central;right;SearchResponse;right;1034.05630975612;1
11;m;NA;145.871164393553;3.87053031922551;VA;2;13;growlingdog;high;peripheral;left;SearchResponse;left;1051.80130442022;1
11;m;NA;152.561234394554;3.67031414137455;VA;2;14;microwaveoven;low;central;left;SearchResponse;left;851.564583339496;1
11;m;NA;159.434902295267;3.85407006580499;VA;2;15;growlingdog;low;central;left;SearchResponse;left;1034.96692740009;1
11;m;NA;166.658654679952;4.20404748801957;VA;2;16;cluckinghen;low;peripheral;left;SearchResponse;left;1385.24420157773;1
11;m;NA;173.465370257938;3.78692416273407;VA;2;17;firealarm;high;central;left;SearchResponse;left;968.055296019884;1
11;m;NA;179.922059821052;3.43646397488192;VA;2;18;growlingdog;high;central;left;SearchResponse;left;618.020984897157;1
11;m;NA;186.795631721732;3.85401317689684;VA;2;19;cluckinghen;high;peripheral;right;SearchResponse;right;1035.08110027178;1
11;m;NA;193.719074259396;3.90380164101953;VA;2;20;growlingdog;low;central;right;SearchResponse;right;1085.15242871363;1
11;m;NA;200.625994518923;3.88720114063472;VA;2;21;cluckinghen;low;central;right;SearchResponse;right;1068.96081735613;1
11;m;NA;207.416940806695;3.77114341576817;VA;2;22;microwaveoven;high;central;left;SearchResponse;left;951.618746330496;1
11;m;NA;214.105950066558;3.67003167211078;VA;2;23;cluckinghen;high;peripheral;left;SearchResponse;left;850.98897817079;1
11;m;NA;220.979708831495;3.85364339896478;VA;2;24;firealarm;high;central;right;SearchResponse;right;1035.13798917993;1
11;m;NA;227.602956090064;3.60354591746;VA;2;25;cluckinghen;high;central;left;SearchResponse;left;784.972952096723;1
11;m;NA;236.01133827609;5.38866069674259;VA;2;26;microwaveoven;low;peripheral;left;SearchResponse;left;2570.04624989349;1
11;m;NA;243.285334236192;4.25422587821959;VA;2;27;firealarm;low;peripheral;left;SearchResponse;left;1435.44353003381;1
11;m;NA;250.842758258863;4.53764248400694;VA;2;28;microwaveoven;low;central;right;SearchResponse;right;1719.35949407634;1
11;m;NA;258.20022605441;4.33766097290209;VA;2;29;firealarm;low;peripheral;right;SearchResponse;right;1518.90153833665;1
11;m;NA;266.391913241241;5.17201745067723;VA;2;30;microwaveoven;high;peripheral;left;SearchResponse;left;2353.2050778158;1
11;m;NA;273.698988127988;4.28755527408794;VA;2;31;firealarm;low;central;right;SearchResponse;right;1468.31228377414;1
11;m;NA;280.43903740801;3.72024561787839;VA;2;32;microwaveoven;high;peripheral;right;SearchResponse;right;901.287467160728;1
11;m;NA;286.895558279735;3.42648589689634;VA;3;1;cluckinghen;high;central;right;SearchResponse;right;600.961422605906;1
11;m;NA;293.452166104573;3.53696613805369;VA;3;2;firealarm;high;peripheral;left;SearchResponse;left;717.654011910781;1
11;m;NA;300.859442512388;4.38754504197277;VA;3;3;growlingdog;low;peripheral;left;SearchResponse;left;1568.65484191803;1
11;m;NA;307.699768375227;3.8204558303114;VA;3;4;cluckinghen;low;central;left;SearchResponse;left;1001.8939266738;1
11;m;NA;314.339766257675;3.62031194876181;VA;3;5;growlingdog;high;central;right;SearchResponse;right;801.888711866923;1
11;m;NA;321.546970685216;4.18749637037399;VA;3;6;cluckinghen;low;peripheral;right;SearchResponse;right;1368.56863941648;1
11;m;NA;328.83761099758;4.27090973663144;VA;3;7;growlingdog;low;peripheral;right;SearchResponse;right;1454.31800663937;1
11;m;NA;335.494216096471;3.63688005405129;VA;3;8;firealarm;high;peripheral;right;SearchResponse;right;818.19963187445;1
11;m;NA;342.084562206262;3.57057523776894;VA;3;9;growlingdog;high;peripheral;right;SearchResponse;right;748.643061175244;1
