respondent;block;trial_nr;sound;salience;arousal;responseTime
25;VO;12;visual only;low;visual only;1235.2380186785
25;VO;13;visual only;high;visual only;784.615420969203
25;VO;14;visual only;high;visual only;801.469156052917
25;VO;15;visual only;low;visual only;918.265646556392
25;VO;16;visual only;high;visual only;750.408987980336
25;VO;17;visual only;low;visual only;967.76334522292
25;VO;18;visual only;low;visual only;1201.75138814375
25;VO;19;visual only;high;visual only;818.104421952739
25;VO;20;visual only;high;visual only;751.401383196935
25;VO;21;visual only;low;visual only;1067.96644674614
25;VO;22;visual only;low;visual only;1200.86091873236
25;VO;23;visual only;high;visual only;667.950881179422
25;VO;24;visual only;low;visual only;1218.36532070301
25;VO;25;visual only;high;visual only;901.504356181249
25;VO;26;visual only;low;visual only;1233.64117858
25;VO;27;visual only;high;visual only;800.295032327995
25;VO;28;visual only;high;visual only;934.823085321113
25;VO;29;visual only;low;visual only;1085.10146569461
25;VO;30;visual only;high;visual only;785.49443394877
25;VO;31;visual only;high;visual only;617.823058739305
25;VO;32;visual only;high;visual only;884.744250914082
26;VA;1;S2;high;S2;784.9769875
26;VA;2;S1;high;S1;851.582815
26;VA;3;S4;high;S4;751.814321
26;VA;4;S1;high;S1;893.3904195
26;VA;5;S4;high;S4;810.0284445
26;VA;6;S1;high;S1;826.826864
26;VA;7;S3;high;S3;969.4751605
26;VA;8;S2;high;S2;693.1563455
26;VA;9;S3;high;S3;1118.676148
26;VA;10;S4;high;S4;1377.5644445
26;VA;11;S1;high;S1;892.476247
26;VA;12;S3;high;S3;1026.9783705
26;VA;13;S4;high;S4;967.4870125
26;VA;14;S1;low;S1;2252.9311605
26;VA;15;S3;high;S3;1102.3729385
26;VA;16;S2;high;S2;876.771753
26;VA;17;S1;low;S1;1594.0638025
26;VA;18;S3;low;S3;1368.940247
26;VA;19;S1;low;S1;2369.836247
26;VA;20;S4;low;S4;1277.695605
26;VA;21;S2;high;S2;901.722667
26;VA;22;S1;low;S1;976.973827
26;VA;23;S2;low;S2;1218.139457
26;VA;24;S4;low;S4;901.266173
26;VA;25;S3;low;S3;1027.0496795
26;VA;26;S2;low;S2;1059.673679
26;VA;27;S4;low;S4;1302.035753
26;VA;28;S2;low;S2;1744.2204445
26;VA;29;S3;low;S3;1100.8861235
26;VA;30;S2;low;S2;1626.999506
26;VA;31;S3;low;S3;1176.4300245
26;VA;32;S4;low;S4;1268.117136
26;VO;3;visual only;low;visual only;2003.369482
26;VO;4;visual only;low;visual only;2119.346963
26;VO;5;visual only;high;visual only;1250.824691
26;VO;6;visual only;low;visual only;2319.107556
26;VO;7;visual only;high;visual only;1752.57758
26;VO;8;visual only;low;visual only;1368.874667
26;VO;9;visual only;low;visual only;1819.447704
26;VO;10;visual only;high;visual only;1102.091457
26;VO;11;visual only;low;visual only;1368.882173
26;VO;12;visual only;low;visual only;1018.570272
26;VO;13;visual only;high;visual only;1135.126519
26;VO;14;visual only;high;visual only;885.346371
26;VO;15;visual only;high;visual only;1234.260148
26;VO;16;visual only;high;visual only;1134.047605
26;VO;17;visual only;low;visual only;1719.917827
26;VO;18;visual only;low;visual only;1267.928099
26;VO;19;visual only;high;visual only;801.891556
26;VO;20;visual only;low;visual only;2169.352296
26;VO;21;visual only;high;visual only;967.118617
26;VO;22;visual only;low;visual only;1718.990222
26;VO;23;visual only;high;visual only;1068.504099
26;VO;24;visual only;high;visual only;702.55763
26;VO;25;visual only;high;visual only;835.185383
26;VO;26;visual only;high;visual only;735.130469
26;VO;27;visual only;low;visual only;1819.348543
26;VO;28;visual only;low;visual only;1217.308839
26;VO;29;visual only;high;visual only;851.958913
26;VO;30;visual only;high;visual only;1252.008296
26;VO;31;visual only;low;visual only;1285.265383
26;VO;32;visual only;high;visual only;868.314469
27;VA;1;S1;high;S1;1627.61100719217
27;VA;2;S2;high;S2;1009.87770888605
27;VA;3;S4;high;S4;908.909414487425
27;VA;4;S1;high;S1;951.14952858421
27;VA;5;S3;high;S3;701.827156881336
27;VA;6;S2;high;S2;910.170449060388
27;VA;7;S4;high;S4;968.530432524858
27;VA;8;S1;high;S1;693.125939520542
27;VA;9;S4;high;S4;976.580786984414
27;VA;10;S3;high;S3;1210.28896729695
27;VA;11;S1;high;S1;1118.41932166135
27;VA;12;S4;high;S4;709.03405622812
27;VA;13;S2;high;S2;818.255963939009
27;VA;14;S4;low;S4;2601.2760468584
27;VA;15;S3;high;S3;959.779635013547
27;VA;16;S1;low;S1;1794.14085109602
27;VA;17;S2;high;S2;1068.00895210472
27;VA;18;S3;high;S3;968.362334126141
27;VA;19;S2;low;S2;1243.08021119214
27;VA;20;S3;low;S3;2253.11653706012
27;VA;21;S1;low;S1;1835.60842351289
27;VA;22;S4;low;S4;1852.11387235904
27;VA;23;S3;low;S3;1034.30847547133
27;VA;24;S1;low;S1;1701.9830084173
27;VA;25;S3;low;S3;2102.72019219701
27;VA;26;S1;low;S1;1352.11268719286
27;VA;27;S3;low;S3;2461.02190413512
27;VA;28;S2;low;S2;1702.33026699862
27;VA;29;S4;low;S4;1460.04590604571
27;VA;30;S2;low;S2;1969.66168953804
27;VA;31;S4;low;S4;1919.64539329638
27;VA;32;S2;low;S2;1960.33686847659
27;VO;1;visual only;high;visual only;951.638219004963
27;VO;2;visual only;low;visual only;1168.79927151604
27;VO;4;visual only;low;visual only;1017.14445994003
27;VO;5;visual only;low;visual only;1018.09221116127
27;VO;6;visual only;high;visual only;900.507455749903
27;VO;7;visual only;low;visual only;1652.48621732462
27;VO;8;visual only;high;visual only;583.886649110354
27;VO;9;visual only;high;visual only;584.385611116886
27;VO;10;visual only;high;visual only;616.811423620675
27;VO;11;visual only;low;visual only;1986.96812451817
27;VO;12;visual only;high;visual only;785.433312761597
27;VO;13;visual only;low;visual only;985.029165400192
27;VO;14;visual only;low;visual only;1019.18336952804
27;VO;15;visual only;high;visual only;1851.07308428269
27;VO;16;visual only;high;visual only;552.290069579612
27;VO;17;visual only;low;visual only;717.805199383292
27;VO;18;visual only;high;visual only;634.321314923
27;VO;19;visual only;low;visual only;1052.22705734195
27;VO;20;visual only;low;visual only;1285.30788084026
27;VO;21;visual only;high;visual only;868.64934588084
27;VO;22;visual only;high;visual only;584.623042726889
27;VO;23;visual only;low;visual only;934.557758911978
27;VO;24;visual only;low;visual only;1303.00858669216
27;VO;25;visual only;high;visual only;1018.37270444958
27;VO;26;visual only;high;visual only;802.219057397451
27;VO;27;visual only;low;visual only;1853.41105493717
27;VO;28;visual only;high;visual only;1552.02577373711
27;VO;29;visual only;high;visual only;667.352360789664
27;VO;30;visual only;high;visual only;801.473182276823
27;VO;32;visual only;low;visual only;1469.05151789542
28;VA;1;S3;high;S3;567.850757041015
28;VA;2;S2;high;S2;618.00475185737
28;VA;3;S3;high;S3;559.730078442954
28;VA;4;S2;high;S2;592.946816119365
28;VA;5;S1;high;S1;567.984880181029
28;VA;6;S3;high;S3;667.60822897777
28;VA;7;S4;high;S4;542.998845572583
28;VA;8;S2;high;S2;633.697763900273
28;VA;9;S3;high;S3;676.229252363555
28;VA;10;S2;high;S2;593.485481920652
28;VA;11;S4;high;S4;642.384170088917
28;VA;12;S3;low;S3;1109.87103625666
28;VA;13;S2;low;S2;734.614542801864
28;VA;14;S3;low;S3;634.668034152128
28;VA;15;S2;low;S2;1184.95911511127
28;VA;16;S1;high;S1;551.050783484243
28;VA;17;S3;low;S3;1009.97549050953
28;VA;18;S1;high;S1;651.090329163708
28;VA;19;S4;high;S4;768.407477065921
28;VA;20;S3;low;S3;1226.41129652038
28;VA;21;S1;high;S1;617.625690647401
28;VA;22;S4;high;S4;568.123546661809
28;VA;23;S1;low;S1;859.75014755968
28;VA;24;S4;low;S4;801.53591861017
28;VA;25;S1;low;S1;776.311662164517
28;VA;26;S2;low;S2;1009.11643006839
28;VA;27;S1;low;S1;718.006371636875
28;VA;28;S4;low;S4;1185.22183073219
28;VA;29;S2;low;S2;1018.35315627977
28;VA;30;S4;low;S4;842.929038451985
28;VA;31;S1;low;S1;1218.51303742733
28;VA;32;S4;low;S4;684.918818878941
28;VO;1;visual only;high;visual only;1588.1464285776
28;VO;2;visual only;high;visual only;784.765969729051
28;VO;3;visual only;low;visual only;1552.10223863833
28;VO;4;visual only;high;visual only;600.46127345413
28;VO;5;visual only;low;visual only;834.674829151481
28;VO;6;visual only;high;visual only;651.242032647133
28;VO;7;visual only;low;visual only;1084.66752036475
28;VO;8;visual only;low;visual only;1301.85157223605
28;VO;9;visual only;high;visual only;617.999615846202
28;VO;10;visual only;high;visual only;634.4290219713
28;VO;11;visual only;high;visual only;667.917956830934
28;VO;12;visual only;low;visual only;683.946376200765
28;VO;13;visual only;low;visual only;784.794414183125
28;VO;14;visual only;low;visual only;2252.35239136964
28;VO;15;visual only;low;visual only;1000.93471445143
28;VO;16;visual only;low;visual only;968.386025168002
28;VO;17;visual only;high;visual only;584.372409852222
28;VO;18;visual only;high;visual only;584.142484469339
28;VO;19;visual only;high;visual only;550.704907393083
28;VO;20;visual only;low;visual only;801.02707981132
28;VO;21;visual only;high;visual only;650.909391231835
28;VO;22;visual only;low;visual only;734.233309049159
28;VO;23;visual only;low;visual only;784.21446448192
28;VO;24;visual only;low;visual only;884.609762579203
28;VO;25;visual only;low;visual only;651.268501766026
28;VO;26;visual only;high;visual only;533.968933857977
28;VO;27;visual only;high;visual only;634.429417084903
28;VO;28;visual only;high;visual only;817.879201378673
28;VO;29;visual only;low;visual only;766.754738986492
28;VO;30;visual only;low;visual only;866.929197916761
28;VO;31;visual only;high;visual only;700.280572520569
28;VO;32;visual only;high;visual only;551.448807585984
29;VA;1;S1;high;S1;718.116036732681
29;VA;2;S2;high;S2;784.624112420715
29;VA;3;S4;high;S4;768.48622947
29;VA;4;S1;low;S1;2453.09212966822
29;VA;5;S4;low;S4;2152.21319580451
29;VA;6;S3;low;S3;1085.08882368915
29;VA;7;S4;low;S4;1968.45746901818
29;VA;8;S3;high;S3;768.27467395924
29;VA;9;S2;high;S2;692.802248988301
29;VA;10;S3;low;S3;1293.72475808486
29;VA;11;S4;high;S4;768.098278786056
29;VA;12;S2;low;S2;1844.22630898189
29;VA;13;S1;high;S1;751.342716626823
29;VA;14;S2;low;S2;1201.94358588196
29;VA;15;S4;high;S4;685.151678160764
29;VA;16;S2;high;S2;625.607753288932
29;VA;17;S3;low;S3;1936.06120930053
29;VA;18;S2;low;S2;1935.53913501091
29;VA;19;S1;low;S1;1385.35541156307
29;VA;20;S2;low;S2;1326.90146251116
29;VA;21;S1;low;S1;1101.73949715681
29;VA;22;S2;high;S2;834.402304957621
29;VA;23;S3;high;S3;858.90463553369
29;VA;24;S1;high;S1;759.723164257593
29;VA;25;S4;high;S4;859.874117420986
29;VA;26;S3;high;S3;659.929939662106
29;VA;27;S4;low;S4;809.071924653836
29;VA;28;S3;high;S3;667.942387284711
29;VA;29;S1;low;S1;1318.61523701809
29;VA;30;S4;low;S4;2278.22490001563
29;VA;31;S3;low;S3;1309.97740640305
29;VA;32;S1;high;S1;759.748843382113
29;VO;1;visual only;high;visual only;935.515233781189
29;VO;2;visual only;low;visual only;868.328244192526
29;VO;3;visual only;high;visual only;567.864718381315
29;VO;4;visual only;low;visual only;634.679164504632
29;VO;5;visual only;high;visual only;768.359809881076
29;VO;6;visual only;low;visual only;784.707470564172
29;VO;7;visual only;low;visual only;1435.38308562711
29;VO;8;visual only;low;visual only;1118.40281216428
29;VO;9;visual only;low;visual only;968.274555401877
29;VO;10;visual only;high;visual only;651.191170793027
29;VO;11;visual only;high;visual only;567.954792408273
29;VO;12;visual only;high;visual only;751.419160980731
29;VO;13;visual only;high;visual only;785.515371942893
29;VO;14;visual only;high;visual only;634.553929558024
29;VO;15;visual only;low;visual only;802.335921907797
29;VO;16;visual only;low;visual only;802.615230670199
29;VO;17;visual only;high;visual only;701.446203049272
29;VO;18;visual only;high;visual only;551.178094465286
29;VO;19;visual only;low;visual only;1319.16378042661
29;VO;20;visual only;low;visual only;801.311921561137
29;VO;21;visual only;low;visual only;951.609264826402
29;VO;22;visual only;high;visual only;734.316142043099
29;VO;23;visual only;high;visual only;618.341775145382
29;VO;24;visual only;low;visual only;1503.34834703244
29;VO;25;visual only;high;visual only;617.885478772223
29;VO;26;visual only;high;visual only;684.677011100575
29;VO;27;visual only;low;visual only;1618.99757781066
29;VO;28;visual only;low;visual only;1468.72907411307
29;VO;29;visual only;high;visual only;734.627845929936
29;VO;30;visual only;high;visual only;702.188524184749
29;VO;31;visual only;low;visual only;1702.29479600675
29;VO;32;visual only;low;visual only;1051.77048966289
30;VA;1;S4;high;S4;584.749100613408
30;VA;2;S1;high;S1;543.04724058602
30;VA;3;S4;high;S4;634.648676146753
30;VA;4;S1;high;S1;609.76871533785
30;VA;5;S3;high;S3;533.425132511184
30;VA;6;S1;high;S1;534.526562667452
30;VA;7;S4;high;S4;684.114474570379
30;VA;8;S3;high;S3;576.284126495011
30;VA;9;S4;high;S4;609.669555095024
30;VA;10;S1;high;S1;626.566318562254
30;VA;11;S2;high;S2;526.186032802798
30;VA;12;S1;low;S1;792.763586738147
30;VA;13;S3;high;S3;568.687693914399
30;VA;14;S2;high;S2;484.492271440104
30;VA;15;S1;low;S1;734.822542523034
30;VA;16;S3;high;S3;567.883547046222
30;VA;17;S2;high;S2;510.309317149222
30;VA;18;S3;low;S3;634.386355406605
30;VA;19;S4;low;S4;692.379152635112
30;VA;20;S1;low;S1;834.566385019571
30;VA;21;S3;low;S3;542.866895324551
30;VA;23;S1;low;S1;1110.07370252628
30;VA;24;S3;low;S3;1377.48345301952
30;VA;25;S2;low;S2;601.308876881376
30;VA;26;S3;low;S3;935.098176705651
30;VA;27;S4;low;S4;893.301106872968
30;VA;28;S2;low;S2;642.744268407114
30;VA;29;S4;low;S4;1294.05958473217
30;VA;30;S2;low;S2;918.018302530982
30;VA;31;S4;low;S4;1293.36961056106
30;VA;32;S2;low;S2;926.643869024701
30;VO;3;visual only;high;visual only;1653.33862183616
30;VO;4;visual only;high;visual only;851.663246750832
30;VO;5;visual only;low;visual only;985.080122482032
30;VO;6;visual only;high;visual only;817.992978962138
30;VO;7;visual only;high;visual only;517.972119851038
30;VO;8;visual only;low;visual only;2552.72129946388
30;VO;9;visual only;high;visual only;751.41807179898
30;VO;10;visual only;low;visual only;2570.09253115393
30;VO;11;visual only;low;visual only;2136.16887130775
30;VO;12;visual only;low;visual only;935.12662104331
30;VO;13;visual only;high;visual only;968.313729157671
30;VO;15;visual only;high;visual only;634.405713528395
30;VO;16;visual only;low;visual only;634.718206711113
30;VO;17;visual only;low;visual only;1118.53650398552
30;VO;18;visual only;high;visual only;734.123877016827
30;VO;19;visual only;high;visual only;451.211138861254
30;VO;20;visual only;high;visual only;735.085455700755
30;VO;21;visual only;low;visual only;1402.16904343106
30;VO;22;visual only;low;visual only;1135.19544084556
30;VO;23;visual only;low;visual only;1468.72577769682
30;VO;24;visual only;high;visual only;634.873860981315
30;VO;25;visual only;high;visual only;501.59288640134
30;VO;26;visual only;low;visual only;1201.06358337216
30;VO;28;visual only;high;visual only;817.829423584044
30;VO;29;visual only;high;visual only;550.698191393167
30;VO;30;visual only;high;visual only;501.383108785376
30;VO;31;visual only;high;visual only;668.026203522459
30;VO;32;visual only;low;visual only;718.474716413766
31;VA;1;S3;high;S3;1927.72187641822
31;VA;2;S4;low;S4;2369.85481483862
31;VA;3;S3;low;S3;2052.00770369265
31;VA;4;S2;low;S2;2787.57096303161
31;VA;5;S3;high;S3;1201.51822222397
31;VA;6;S4;high;S4;917.543308576569
31;VA;7;S1;low;S1;1434.70439512748
31;VA;8;S2;low;S2;1427.39832098596
31;VA;9;S3;high;S3;1085.07911104243
31;VA;10;S4;high;S4;726.497777737677
31;VA;11;S1;low;S1;2186.15111103281
31;VA;12;S2;low;S2;2303.38686413597
31;VA;13;S4;low;S4;2153.34538277239
31;VA;14;S3;low;S3;1443.51743208244
31;VA;15;S2;high;S2;834.261925891042
31;VA;16;S1;low;S1;1276.74725931138
31;VA;17;S4;low;S4;1052.34172823839
31;VA;18;S1;high;S1;718.243753071874
31;VA;19;S2;high;S2;1210.47565422487
31;VA;20;S1;high;S1;1059.44355553947
31;VA;21;S2;low;S2;1492.7616789937
31;VA;22;S1;high;S1;867.834073957056
31;VA;23;S4;high;S4;751.925530843437
31;VA;24;S1;low;S1;1342.75180241093
31;VA;25;S2;high;S2;992.932543158531
31;VA;26;S4;high;S4;1051.74498772249
31;VA;27;S3;high;S3;851.358024752699
31;VA;28;S1;high;S1;743.066666764207
31;VA;29;S3;low;S3;1718.82350603119
31;VA;30;S2;high;S2;777.278024703264
31;VA;31;S3;low;S3;2261.41017291229
31;VA;32;S4;low;S4;1267.94844446704
31;VO;1;visual only;high;visual only;651.53738274239
31;VO;2;visual only;high;visual only;1533.75644446351
31;VO;3;visual only;low;visual only;1885.96780248918
31;VO;4;visual only;low;visual only;983.925728360191
31;VO;5;visual only;low;visual only;968.468148028478
31;VO;6;visual only;high;visual only;834.773728391156
31;VO;7;visual only;high;visual only;799.453234532848
31;VO;8;visual only;low;visual only;1734.53866667114
31;VO;9;visual only;high;visual only;800.17619766295
31;VO;10;visual only;high;visual only;900.383604923263
31;VO;11;visual only;high;visual only;886.117135873064
31;VO;12;visual only;high;visual only;1335.55950620212
31;VO;13;visual only;high;visual only;768.112592631951
31;VO;14;visual only;low;visual only;1218.00296287984
31;VO;15;visual only;low;visual only;1350.7480493281
31;VO;16;visual only;low;visual only;2286.6066172719
31;VO;17;visual only;high;visual only;551.35288881138
31;VO;18;visual only;high;visual only;718.049975344911
31;VO;19;visual only;high;visual only;1050.27792602777
31;VO;20;visual only;low;visual only;1802.78597516008
31;VO;21;visual only;low;visual only;2468.89599994756
31;VO;22;visual only;low;visual only;1135.21382724866
31;VO;23;visual only;low;visual only;999.717531027272
31;VO;24;visual only;low;visual only;1034.03930878267
31;VO;25;visual only;low;visual only;1249.93145675398
31;VO;26;visual only;high;visual only;868.179752957076
31;VO;27;visual only;low;visual only;701.80345675908
31;VO;28;visual only;low;visual only;1519.14271619171
31;VO;29;visual only;high;visual only;951.974716037512
31;VO;30;visual only;high;visual only;968.788543250412
31;VO;31;visual only;low;visual only;1636.00434549153
31;VO;32;visual only;high;visual only;783.964049303904
32;VA;1;S4;high;S4;684.233980486169
32;VA;2;S1;high;S1;526.101884664968
32;VA;3;S4;low;S4;1118.09107277077
32;VA;4;S3;high;S3;542.895339778624
32;VA;5;S4;low;S4;867.557740188204
32;VA;6;S3;low;S3;1184.96207799762
32;VA;7;S4;low;S4;1643.59858795069
32;VA;8;S1;low;S1;709.425249369815
32;VA;9;S3;high;S3;784.210711251944
32;VA;10;S4;high;S4;684.753288282081
32;VA;11;S2;high;S2;576.540520996787
32;VA;12;S4;low;S4;683.845635503531
32;VA;13;S2;high;S2;584.386632079259
32;VA;14;S4;high;S4;568.053620867431
32;VA;15;S2;low;S2;1018.0939960992
32;VA;16;S1;low;S1;1151.67225420009
32;VA;17;S2;high;S2;675.700660562143
32;VA;18;S3;low;S3;1084.52628622763
32;VA;19;S2;low;S2;692.971744458191
32;VA;20;S4;high;S4;601.225124089979
32;VA;21;S2;low;S2;659.645574865863
32;VA;22;S1;low;S1;884.656182257459
32;VA;23;S2;high;S2;684.763559838757
32;VA;24;S3;low;S3;867.200802545995
32;VA;25;S1;high;S1;584.659026702866
32;VA;26;S3;high;S3;560.31674426049
32;VA;27;S1;high;S1;617.946085170843
32;VA;28;S3;high;S3;700.935978908092
32;VA;29;S2;low;S2;1210.4055932723
32;VA;30;S1;low;S1;1009.8565769149
32;VA;31;S3;low;S3;734.979776781984
32;VA;32;S1;high;S1;568.675249465741
32;VO;1;visual only;high;visual only;1251.74794788472
32;VO;2;visual only;high;visual only;782.804096350446
32;VO;3;visual only;high;visual only;784.317575395107
32;VO;4;visual only;low;visual only;1669.20269560069
32;VO;5;visual only;high;visual only;734.6903947182
32;VO;6;visual only;low;visual only;1536.19865886867
32;VO;7;visual only;high;visual only;651.23215620406
32;VO;8;visual only;low;visual only;1000.43298699893
32;VO;9;visual only;high;visual only;834.866828750819
32;VO;10;visual only;low;visual only;1301.90253513865
32;VO;11;visual only;high;visual only;618.246134137735
32;VO;12;visual only;low;visual only;801.326536107808
32;VO;13;visual only;low;visual only;1502.10646586493
32;VO;14;visual only;high;visual only;734.577012015507
32;VO;15;visual only;high;visual only;617.429147707298
32;VO;16;visual only;high;visual only;718.059112085029
32;VO;17;visual only;low;visual only;2185.59378082864
32;VO;18;visual only;high;visual only;766.72471431084
32;VO;19;visual only;low;visual only;1517.55098463036
32;VO;20;visual only;high;visual only;868.887515971437
32;VO;21;visual only;low;visual only;951.975582167506
32;VO;22;visual only;low;visual only;1285.16616672277
32;VO;23;visual only;high;visual only;618.065196089447
32;VO;24;visual only;high;visual only;768.743871711195
32;VO;25;visual only;low;visual only;1235.18580128439
32;VO;26;visual only;high;visual only;700.201955391094
32;VO;27;visual only;low;visual only;1935.75081741437
32;VO;28;visual only;low;visual only;1101.68991354294
32;VO;29;visual only;low;visual only;2150.64786071889
32;VO;30;visual only;low;visual only;1067.97065818682
32;VO;31;visual only;high;visual only;651.333291782066
32;VO;32;visual only;low;visual only;701.625360408798
33;VA;1;S1;high;S1;884.512623189948
33;VA;2;S4;low;S4;1118.34880325478
33;VA;3;S1;high;S1;826.07283742982
33;VA;4;S2;low;S2;1368.82080233772
33;VA;5;S3;high;S3;826.535651285667
33;VA;6;S4;high;S4;776.615947426762
33;VA;7;S2;high;S2;709.667338931467
33;VA;8;S3;high;S3;718.135865405202
33;VA;9;S1;low;S1;1268.0484582088
33;VA;10;S4;high;S4;667.861791880568
33;VA;11;S1;low;S1;1402.56137764663
33;VA;12;S3;high;S3;750.887998263352
33;VA;13;S1;low;S1;1159.66131424648
33;VA;14;S3;low;S3;985.410991794197
33;VA;15;S2;high;S2;701.857774110977
33;VA;16;S3;low;S3;1302.25066223647
33;VA;17;S2;high;S2;1010.60995433363
33;VA;18;S4;low;S4;1044.44929491729
33;VA;19;S2;low;S2;876.419799635187
33;VA;20;S3;high;S3;1026.92972461227
33;VA;21;S4;low;S4;942.80603894731
33;VA;22;S1;high;S1;734.99331358471
33;VA;23;S2;low;S2;1519.08993761754
33;VA;24;S4;high;S4;809.801857161801
33;VA;25;S1;high;S1;676.417034235783
33;VA;26;S2;low;S2;1360.13973306399
33;VA;27;S3;low;S3;642.775619198801
33;VA;28;S4;low;S4;809.196228743531
33;VA;29;S1;low;S1;1068.05043350323
33;VA;30;S4;high;S4;800.966319104191
33;VA;31;S2;high;S2;725.919158663601
33;VA;32;S3;low;S3;968.637494050199
33;VO;1;visual only;high;visual only;584.534549037926
33;VO;2;visual only;high;visual only;717.03404042637
33;VO;3;visual only;low;visual only;750.58143096976
33;VO;4;visual only;low;visual only;968.660605081823
33;VO;5;visual only;high;visual only;568.392358720303
33;VO;7;visual only;low;visual only;950.926714227535
33;VO;8;visual only;low;visual only;784.549561387394
33;VO;9;visual only;high;visual only;767.822680820245
33;VO;10;visual only;low;visual only;751.963354123291
33;VO;11;visual only;high;visual only;584.318845823873
33;VO;12;visual only;high;visual only;684.878844651394
33;VO;13;visual only;high;visual only;651.065183104947
33;VO;14;visual only;high;visual only;684.430845605675
33;VO;15;visual only;low;visual only;1218.10366795398
33;VO;16;visual only;high;visual only;701.416886120569
33;VO;17;visual only;high;visual only;551.087504078168
33;VO;18;visual only;low;visual only;1335.32654750161
33;VO;19;visual only;low;visual only;1185.09356031427
33;VO;20;visual only;low;visual only;1734.96664699633
33;VO;21;visual only;low;visual only;734.1184510733
33;VO;22;visual only;low;visual only;751.642959716264
33;VO;23;visual only;low;visual only;783.568229991943
33;VO;24;visual only;low;visual only;1035.43380653718
33;VO;25;visual only;high;visual only;684.458894887939
33;VO;26;visual only;high;visual only;751.379058987368
33;VO;27;visual only;low;visual only;919.047271017917
33;VO;28;visual only;high;visual only;584.751832589973
33;VO;29;visual only;low;visual only;785.113313351758
33;VO;30;visual only;high;visual only;717.127274780069
33;VO;31;visual only;high;visual only;667.565693671349
33;VO;32;visual only;low;visual only;633.329316857271
34;VA;1;S2;low;S2;1143.4339331463
34;VA;2;S1;high;S1;650.682133506052
34;VA;3;S2;high;S2;701.934499666095
34;VA;4;S3;high;S3;734.930660692044
34;VA;5;S2;low;S2;1168.47433825023
34;VA;6;S1;high;S1;684.230986400507
34;VA;7;S3;high;S3;551.341649959795
34;VA;8;S2;high;S2;685.067135025747
34;VA;9;S1;low;S1;801.451180828735
34;VA;10;S3;low;S3;935.18832011614
34;VA;11;S1;low;S1;751.58528459724
34;VA;12;S3;low;S3;643.220402300358
34;VA;13;S4;low;S4;1085.28773742728
34;VA;14;S3;low;S3;1427.29439109098
34;VA;15;S1;low;S1;860.038068145514
34;VA;16;S2;high;S2;743.068738025613
34;VA;17;S4;high;S4;634.685090160929
34;VA;18;S3;high;S3;643.036895897239
34;VA;19;S4;high;S4;744.04868890997
34;VA;20;S2;high;S2;601.389669580385
34;VA;21;S1;high;S1;526.176207931712
34;VA;22;S4;high;S4;617.475799517706
34;VA;23;S1;low;S1;1118.38108394295
34;VA;24;S4;high;S4;685.371530009434
34;VA;25;S2;low;S2;1010.15072013251
34;VA;26;S1;high;S1;717.550703207962
34;VA;27;S2;low;S2;868.370713549666
34;VA;28;S4;low;S4;1568.68071865756
34;VA;29;S3;low;S3;993.396935635246
34;VA;30;S4;low;S4;926.303180749528
34;VA;31;S3;high;S3;718.183789984323
34;VA;32;S4;low;S4;885.180004057474
34;VO;1;visual only;high;visual only;1502.89718620479
34;VO;2;visual only;low;visual only;1702.27030222304
34;VO;3;visual only;low;visual only;2068.89760750346
34;VO;4;visual only;high;visual only;801.482193171978
34;VO;5;visual only;high;visual only;634.20192967169
34;VO;6;visual only;high;visual only;584.492872934788
34;VO;7;visual only;low;visual only;734.726216178387
34;VO;8;visual only;high;visual only;634.491905104369
34;VO;9;visual only;high;visual only;617.960540344939
34;VO;10;visual only;low;visual only;1301.97858833708
34;VO;11;visual only;high;visual only;601.008830126375
34;VO;12;visual only;low;visual only;1785.6812980026
34;VO;13;visual only;high;visual only;584.516971604899
34;VO;14;visual only;low;visual only;1218.40917272493
34;VO;15;visual only;low;visual only;685.156221268699
34;VO;16;visual only;low;visual only;2152.79689989984
34;VO;17;visual only;low;visual only;1319.08397795632
34;VO;19;visual only;high;visual only;750.837629893795
34;VO;20;visual only;high;visual only;717.733814381063
34;VO;21;visual only;high;visual only;651.556603144854
34;VO;22;visual only;low;visual only;884.904250735417
34;VO;23;visual only;low;visual only;668.387424666435
34;VO;24;visual only;high;visual only;601.550459861755
34;VO;25;visual only;high;visual only;717.778456397355
34;VO;26;visual only;high;visual only;551.175723783672
34;VO;27;visual only;low;visual only;818.238743115216
34;VO;28;visual only;high;visual only;684.61854220368
34;VO;29;visual only;low;visual only;1234.04137627222
34;VO;30;visual only;high;visual only;601.152632618323
34;VO;31;visual only;low;visual only;834.363588830456
35;VA;1;S3;high;S3;1501.55634264229
35;VA;2;S1;high;S1;943.378087191377
35;VA;3;S3;low;S3;2361.90111225005
35;VA;4;S1;high;S1;710.033165349159
35;VA;5;S4;high;S4;1093.37265510112
35;VA;6;S3;low;S3;1118.6020373425
35;VA;7;S4;low;S4;1160.50457183155
35;VA;8;S1;low;S1;1602.33263735427
35;VA;9;S4;low;S4;1160.12037507608
35;VA;10;S3;high;S3;592.717446474126
35;VA;11;S2;low;S2;1243.48692645435
35;VA;12;S1;low;S1;1102.041477483
35;VA;13;S4;high;S4;693.503222690197
35;VA;14;S2;high;S2;617.503767891321
35;VA;15;S3;high;S3;517.581397347385
35;VA;16;S2;low;S2;892.159422888653
35;VA;17;S4;high;S4;577.936438639881
