respondent;block;trial_nr;sound;salience;arousal;responseTime
50;VO;25;visual only;low;visual only;734.669722383842
50;VO;26;visual only;high;visual only;467.793567571789
50;VO;27;visual only;low;visual only;618.425133172423
50;VO;28;visual only;high;visual only;451.267733704299
50;VO;29;visual only;high;visual only;467.588925268501
50;VO;30;visual only;low;visual only;1301.85967474245
50;VO;31;visual only;high;visual only;451.108128763735
50;VO;32;visual only;low;visual only;984.79367303662
51;VA;1;S2;high;S2;1343.70816050796
51;VA;2;S1;low;S1;1527.68567367457
51;VA;3;S4;high;S4;1151.74982370809
51;VA;4;S1;high;S1;634.712425235193
51;VA;5;S2;low;S2;1744.20712253777
51;VA;6;S4;high;S4;1185.6182012707
51;VA;7;S2;low;S2;1910.6206210563
51;VA;8;S3;low;S3;1626.09278794844
51;VA;9;S4;low;S4;1835.54936188739
51;VA;10;S2;high;S2;985.145115759224
51;VA;11;S1;low;S1;1351.87861358281
51;VA;12;S2;low;S2;1293.89512317721
51;VA;13;S3;high;S3;651.802959386259
51;VA;14;S4;low;S4;1360.22210324882
51;VA;15;S1;low;S1;1961.23266912764
51;VA;16;S3;low;S3;1367.82090307679
51;VA;17;S2;high;S2;834.535437927116
51;VA;18;S4;high;S4;1009.7289684345
51;VA;19;S1;high;S1;692.861051124055
51;VA;20;S4;high;S4;1118.44243266387
51;VA;21;S2;high;S2;1501.93244061666
51;VA;22;S3;high;S3;1568.76035802998
51;VA;23;S1;high;S1;960.026350570843
51;VA;24;S4;low;S4;1318.01418669056
51;VA;25;S3;low;S3;1285.25672049727
51;VA;26;S2;low;S2;1318.97201191168
51;VA;27;S3;low;S3;1343.50825974252
51;VA;28;S4;low;S4;1176.39688611962
51;VA;29;S1;low;S1;1118.6691976618
51;VA;30;S3;high;S3;1093.61680276925
51;VA;31;S1;high;S1;1376.16380018881
51;VA;32;S3;high;S3;1159.81815342093
51;VO;1;visual only;high;visual only;2136.85859378893
51;VO;2;visual only;low;visual only;2936.65948312264
51;VO;3;visual only;low;visual only;2804.07307844143
51;VO;4;visual only;low;visual only;1386.12111390103
51;VO;5;visual only;low;visual only;1418.95462921821
51;VO;6;visual only;high;visual only;784.007932757959
51;VO;7;visual only;high;visual only;1051.30933073815
51;VO;8;visual only;high;visual only;785.029165330343
51;VO;9;visual only;high;visual only;1301.77007056773
51;VO;10;visual only;high;visual only;867.578335688449
51;VO;11;visual only;high;visual only;984.82333868742
51;VO;12;visual only;low;visual only;1686.19479273912
51;VO;14;visual only;low;visual only;3103.15870982595
51;VO;15;visual only;high;visual only;1085.28575743549
51;VO;16;visual only;high;visual only;918.406482203864
51;VO;17;visual only;low;visual only;1669.13211031351
51;VO;18;visual only;low;visual only;1669.13092520554
51;VO;19;visual only;high;visual only;819.604109390639
51;VO;20;visual only;low;visual only;2053.03495691624
51;VO;21;visual only;high;visual only;867.818532628007
51;VO;22;visual only;low;visual only;801.853230921552
51;VO;23;visual only;low;visual only;651.458268752322
51;VO;24;visual only;low;visual only;1802.63308121357
51;VO;25;visual only;low;visual only;1319.16460406501
51;VO;26;visual only;high;visual only;1118.29072935507
51;VO;27;visual only;high;visual only;851.684243651107
51;VO;28;visual only;high;visual only;734.833906404674
51;VO;29;visual only;low;visual only;1218.86613557581
51;VO;30;visual only;low;visual only;2068.78959247842
51;VO;31;visual only;high;visual only;701.614416553639
51;VO;32;visual only;high;visual only;951.802959432825
52;VA;1;S2;high;S2;1194.33311384637
52;VA;2;S1;high;S1;935.860122786835
52;VA;3;S2;high;S2;859.296734444797
52;VA;4;S1;high;S1;802.349551464431
52;VA;5;S3;high;S3;960.390107822604
52;VA;6;S1;high;S1;734.691055607982
52;VA;7;S3;high;S3;976.094015291892
52;VA;8;S1;high;S1;760.165436193347
52;VA;9;S4;high;S4;759.499164065346
52;VA;10;S3;high;S3;801.335427793674
52;VA;11;S2;high;S2;969.241666840389
52;VA;12;S3;high;S3;1017.27803156245
52;VA;13;S2;high;S2;825.911239720881
52;VA;14;S3;low;S3;1393.06148863398
52;VA;15;S2;low;S2;1318.24111344758
52;VA;16;S3;low;S3;1102.21179341897
52;VA;17;S4;high;S4;925.546044600196
52;VA;18;S3;low;S3;1252.4787170114
52;VA;19;S4;high;S4;959.508132189512
52;VA;20;S2;low;S2;1360.59135233518
52;VA;21;S1;low;S1;1201.84620318469
52;VA;22;S4;high;S4;1009.46291722357
52;VA;23;S3;low;S3;1135.0380780641
52;VA;24;S4;low;S4;1327.43321568705
52;VA;25;S2;low;S2;1209.36047786381
52;VA;26;S1;low;S1;918.738733278587
52;VA;27;S4;low;S4;1018.37413071189
52;VA;28;S2;low;S2;1535.51705100108
52;VA;29;S1;low;S1;1826.92575885449
52;VA;30;S4;low;S4;1767.84484658856
52;VA;31;S1;low;S1;1927.54308250733
52;VA;32;S4;low;S4;1377.4869638728
52;VO;1;visual only;low;visual only;1168.06564666331
52;VO;2;visual only;low;visual only;2803.38560114615
52;VO;3;visual only;low;visual only;935.029702726752
52;VO;4;visual only;low;visual only;1351.02947195992
52;VO;5;visual only;high;visual only;1219.57381512038
52;VO;6;visual only;low;visual only;1034.37156928703
52;VO;7;visual only;high;visual only;734.698561718687
52;VO;8;visual only;high;visual only;783.696111990139
52;VO;9;visual only;high;visual only;1019.23595834523
52;VO;10;visual only;low;visual only;1184.10041858442
52;VO;11;visual only;high;visual only;734.668537275866
52;VO;12;visual only;high;visual only;784.650976536795
52;VO;13;visual only;low;visual only;985.801080707461
52;VO;14;visual only;high;visual only;984.492240706459
52;VO;15;visual only;low;visual only;1418.54594321921
52;VO;16;visual only;high;visual only;817.173656076193
52;VO;17;visual only;high;visual only;634.649139596149
52;VO;18;visual only;low;visual only;1250.91960513964
52;VO;19;visual only;high;visual only;985.927105648443
52;VO;20;visual only;low;visual only;1517.08701904863
52;VO;21;visual only;high;visual only;819.128027185798
52;VO;22;visual only;high;visual only;900.875812629238
52;VO;23;visual only;high;visual only;868.405676446855
52;VO;24;visual only;high;visual only;701.393264811486
52;VO;25;visual only;low;visual only;1017.18045119196
52;VO;26;visual only;low;visual only;1002.60069244541
52;VO;27;visual only;low;visual only;1335.29060170986
52;VO;28;visual only;low;visual only;1584.58136674017
52;VO;29;visual only;high;visual only;901.468010386452
52;VO;30;visual only;low;visual only;952.439684886485
52;VO;31;visual only;low;visual only;2803.47132962197
52;VO;32;visual only;high;visual only;1168.55117748491
53;VA;1;S4;low;S4;1652.07354153972
53;VA;2;S3;low;S3;1343.91065430827
53;VA;3;S2;low;S2;1393.59264925588
53;VA;4;S4;low;S4;892.339513055049
53;VA;5;S1;low;S1;2202.8773148777
53;VA;6;S2;high;S2;1034.64751981664
53;VA;7;S4;high;S4;860.449327738024
53;VA;8;S2;high;S2;834.693663171493
53;VA;9;S1;low;S1;1501.83407473378
53;VA;10;S3;high;S3;885.199362179264
53;VA;11;S4;low;S4;1560.98254257813
53;VA;12;S3;high;S3;826.562696835026
53;VA;13;S1;high;S1;793.201893684454
53;VA;14;S3;low;S3;1009.96820139699
53;VA;15;S4;high;S4;901.553541305475
53;VA;16;S1;high;S1;701.247684541158
53;VA;17;S3;high;S3;784.945297753438
53;VA;18;S4;low;S4;2277.80810976401
53;VA;19;S2;high;S2;1118.67757781874
53;VA;20;S1;high;S1;826.750746346079
53;VA;21;S3;high;S3;917.976066353731
53;VA;22;S1;low;S1;1376.99056882411
53;VA;23;S4;high;S4;1210.09963843971
53;VA;24;S1;high;S1;768.380747991614
53;VA;25;S2;low;S2;1176.69834150001
53;VA;26;S1;low;S1;1101.71618836466
53;VA;27;S4;high;S4;1001.2920498848
53;VA;28;S2;high;S2;877.209037891589
53;VA;29;S3;low;S3;1761.32494281046
53;VA;30;S2;low;S2;2461.49667620193
53;VA;31;S3;low;S3;1393.18514300976
53;VA;32;S2;low;S2;1218.09055528138
53;VO;1;visual only;low;visual only;801.239230204374
53;VO;2;visual only;high;visual only;1351.89228714444
53;VO;3;visual only;high;visual only;834.564675344154
53;VO;4;visual only;high;visual only;685.702196788043
53;VO;5;visual only;low;visual only;1686.28451810218
53;VO;6;visual only;high;visual only;635.057238629088
53;VO;7;visual only;low;visual only;2169.52540026978
53;VO;8;visual only;low;visual only;1201.88412908465
53;VO;9;visual only;high;visual only;1118.41584905051
53;VO;10;visual only;low;visual only;1117.44557740167
53;VO;11;visual only;high;visual only;834.766156971455
53;VO;12;visual only;low;visual only;1885.96499199048
53;VO;13;visual only;low;visual only;1135.3849421721
53;VO;14;visual only;high;visual only;801.455328939483
53;VO;15;visual only;high;visual only;951.666943961754
53;VO;16;visual only;low;visual only;1035.74480419047
53;VO;17;visual only;high;visual only;701.431585941464
53;VO;18;visual only;low;visual only;1752.20849481411
53;VO;19;visual only;low;visual only;1201.96472178213
53;VO;20;visual only;high;visual only;1151.71087463386
53;VO;21;visual only;high;visual only;818.514496088028
53;VO;22;visual only;low;visual only;2136.28449826501
53;VO;23;visual only;high;visual only;850.772879319265
53;VO;24;visual only;low;visual only;1018.2143279817
53;VO;25;visual only;low;visual only;1186.27839465626
53;VO;26;visual only;high;visual only;751.40414852649
53;VO;27;visual only;high;visual only;617.887453874573
53;VO;28;visual only;high;visual only;801.941650221124
53;VO;29;visual only;low;visual only;1085.05287300795
53;VO;30;visual only;low;visual only;1101.67470690794
53;VO;31;visual only;high;visual only;701.35336345993
53;VO;32;visual only;low;visual only;1151.64055372588
54;VA;1;S4;high;S4;1644.65323463082
54;VA;2;S2;high;S2;1184.99990121927
54;VA;3;S4;high;S4;992.060049436986
54;VA;4;S1;low;S1;2144.55328392796
54;VA;5;S3;low;S3;2553.25807409827
54;VA;6;S4;low;S4;1535.68355564494
54;VA;7;S3;high;S3;1059.42755553406
54;VA;8;S1;low;S1;1351.59269138239
54;VA;9;S2;high;S2;1034.06834567431
54;VA;10;S3;high;S3;1010.38913568482
54;VA;11;S4;low;S4;2444.91061731242
54;VA;12;S2;high;S2;850.803950568661
54;VA;13;S3;low;S3;2269.78153083473
54;VA;14;S1;high;S1;768.548148218542
54;VA;15;S4;low;S4;2670.21254322026
54;VA;16;S1;low;S1;2335.76849382371
54;VA;17;S3;low;S3;1051.16187653039
54;VA;18;S2;low;S2;2336.71486412641
54;VA;19;S3;high;S3;835.117827169597
54;VA;20;S1;high;S1;834.823506185785
54;VA;21;S2;high;S2;1127.06627161242
54;VA;22;S1;low;S1;1343.17649388686
54;VA;23;S2;low;S2;2427.83170368057
54;VA;24;S1;high;S1;843.429530854337
54;VA;25;S3;high;S3;709.652543184347
54;VA;26;S4;high;S4;734.661925933324
54;VA;27;S1;high;S1;843.244642019272
54;VA;28;S4;high;S4;692.612740793265
54;VA;29;S2;low;S2;2136.279111146
54;VA;30;S4;low;S4;1752.69550620578
54;VA;31;S3;low;S3;2770.26034577284
54;VA;32;S2;low;S2;1335.39832103997
54;VO;1;visual only;low;visual only;1302.11160494946
54;VO;2;visual only;low;visual only;1618.95703710616
54;VO;3;visual only;low;visual only;3202.75911106728
54;VO;4;visual only;high;visual only;851.685530738905
54;VO;5;visual only;low;visual only;2385.90854336508
54;VO;6;visual only;high;visual only;718.539851717651
54;VO;7;visual only;low;visual only;2719.88819749095
54;VO;8;visual only;low;visual only;1135.4338764213
54;VO;9;visual only;high;visual only;784.807506017387
54;VO;10;visual only;low;visual only;1502.47071590275
54;VO;11;visual only;high;visual only;1368.44562948681
54;VO;12;visual only;low;visual only;1634.23209893517
54;VO;13;visual only;low;visual only;1118.93214820884
54;VO;14;visual only;high;visual only;1617.79555561952
54;VO;15;visual only;high;visual only;933.825580403209
54;VO;16;visual only;high;visual only;801.521382760257
54;VO;17;visual only;low;visual only;968.412049347535
54;VO;18;visual only;high;visual only;816.908246837556
54;VO;19;visual only;high;visual only;900.381234707311
54;VO;20;visual only;high;visual only;651.087012374774
54;VO;21;visual only;low;visual only;1535.79575312324
54;VO;22;visual only;high;visual only;1051.88582721166
54;VO;23;visual only;low;visual only;835.177086526528
54;VO;24;visual only;high;visual only;734.790715854615
54;VO;25;visual only;low;visual only;1235.82222219557
54;VO;26;visual only;high;visual only;750.100543024018
54;VO;27;visual only;low;visual only;1252.12207413279
54;VO;28;visual only;high;visual only;700.083753094077
54;VO;29;visual only;low;visual only;883.690666640177
54;VO;30;visual only;high;visual only;867.449283832684
54;VO;31;visual only;low;visual only;1302.75674071163
54;VO;32;visual only;high;visual only;751.323654549196
55;VA;1;S4;high;S4;1677.29942814913
55;VA;2;S1;low;S1;2820.07301528938
55;VA;3;S4;high;S4;1218.5174197657
55;VA;4;S1;high;S1;909.813692676835
55;VA;5;S3;high;S3;843.073715688661
55;VA;6;S2;low;S2;1477.08463296294
55;VA;7;S4;low;S4;1819.09365695901
55;VA;8;S3;low;S3;1168.5104862554
55;VA;9;S2;high;S2;660.288260784
55;VA;10;S3;high;S3;785.07132246159
55;VA;11;S2;high;S2;717.828629189171
55;VA;12;S4;high;S4;676.709205494262
55;VA;13;S1;low;S1;1960.3456632467
55;VA;14;S4;low;S4;1443.28294065781
55;VA;15;S1;low;S1;1076.78719086107
55;VA;16;S4;low;S4;1293.57759736013
55;VA;17;S1;low;S1;801.441304269247
55;VA;18;S2;high;S2;684.674640884623
55;VA;19;S4;high;S4;651.525788241997
55;VA;20;S1;high;S1;701.608968549408
55;VA;21;S3;low;S3;943.166594952345
55;VA;22;S4;low;S4;1234.93026569486
55;VA;23;S2;low;S2;960.213317535818
55;VA;24;S3;low;S3;777.03655383084
55;VA;25;S2;high;S2;709.575194050558
55;VA;26;S3;high;S3;584.593613632023
55;VA;27;S1;high;S1;642.671068781056
55;VA;28;S3;low;S3;793.536511133425
55;VA;29;S2;low;S2;742.919997195713
55;VA;30;S1;high;S1;584.575835964642
55;VA;31;S2;low;S2;1360.30947568361
55;VA;32;S3;high;S3;675.197896314785
55;VO;1;visual only;high;visual only;601.197274634615
55;VO;2;visual only;low;visual only;935.020616278052
55;VO;3;visual only;high;visual only;701.283832546324
55;VO;4;visual only;high;visual only;752.307655289769
55;VO;5;visual only;high;visual only;551.271328702569
55;VO;6;visual only;high;visual only;467.775394674391
55;VO;7;visual only;low;visual only;1969.21243239194
55;VO;8;visual only;low;visual only;667.854486266151
55;VO;9;visual only;high;visual only;567.083680769429
55;VO;10;visual only;low;visual only;517.71516748704
55;VO;11;visual only;low;visual only;501.055407803506
55;VO;12;visual only;low;visual only;834.992132149637
55;VO;13;visual only;low;visual only;803.038341924548
55;VO;14;visual only;high;visual only;484.607006190345
55;VO;15;visual only;low;visual only;535.84890300408
55;VO;16;visual only;low;visual only;884.740695357323
55;VO;17;visual only;high;visual only;517.313784686849
55;VO;18;visual only;high;visual only;551.144118886441
55;VO;19;visual only;high;visual only;668.112856568769
55;VO;20;visual only;low;visual only;1368.53229370899
55;VO;21;visual only;low;visual only;768.110525794327
55;VO;22;visual only;low;visual only;2519.74973618053
55;VO;23;visual only;high;visual only;534.896013792604
55;VO;24;visual only;high;visual only;534.578384133056
55;VO;25;visual only;low;visual only;901.59877599217
55;VO;26;visual only;high;visual only;567.932668840513
55;VO;27;visual only;low;visual only;1251.82548211887
55;VO;28;visual only;low;visual only;1268.97156285122
55;VO;29;visual only;high;visual only;584.486946929246
55;VO;30;visual only;low;visual only;868.112145457417
55;VO;31;visual only;high;visual only;517.74282194674
55;VO;32;visual only;high;visual only;567.762792343274
56;VA;1;S3;high;S3;693.446594872512
56;VA;2;S1;high;S1;559.534640749916
56;VA;3;S3;high;S3;551.219378365204
56;VA;4;S1;high;S1;709.247885155492
56;VA;5;S4;high;S4;651.449738768861
56;VA;6;S2;high;S2;634.572497569025
56;VA;7;S4;high;S4;559.569603647105
56;VA;8;S3;high;S3;625.938025070354
56;VA;9;S2;high;S2;551.373452530243
56;VA;10;S3;high;S3;676.331328810193
56;VA;11;S4;high;S4;634.56420134753
56;VA;12;S3;low;S3;1201.75119093619
56;VA;13;S2;high;S2;642.996599664912
56;VA;14;S4;high;S4;667.551671038382
56;VA;15;S3;low;S3;1101.77050938364
56;VA;16;S1;high;S1;667.887276271358
56;VA;17;S4;low;S4;943.222496076487
56;VA;18;S1;high;S1;693.038496072404
56;VA;19;S2;high;S2;534.434976521879
56;VA;20;S4;low;S4;810.00782630872
56;VA;21;S1;low;S1;726.841373601928
56;VA;22;S2;low;S2;893.21398246102
56;VA;23;S4;low;S4;810.240715160035
56;VA;24;S3;low;S3;1235.27140170336
56;VA;25;S4;low;S4;734.480487764813
56;VA;26;S3;low;S3;934.939628583379
56;VA;27;S2;low;S2;709.725712426007
56;VA;28;S1;low;S1;742.946268874221
56;VA;29;S2;low;S2;943.155138054863
56;VA;30;S1;low;S1;1602.26887988392
56;VA;31;S2;low;S2;901.479072170332
56;VA;32;S1;low;S1;1268.5911183944
56;VO;1;visual only;high;visual only;1869.2131829448
56;VO;2;visual only;low;visual only;2352.96488017775
56;VO;3;visual only;low;visual only;1084.99005832709
56;VO;4;visual only;high;visual only;867.997972527519
56;VO;5;visual only;low;visual only;1368.65989863873
56;VO;6;visual only;high;visual only;818.047928158194
56;VO;7;visual only;low;visual only;1101.60952154547
56;VO;8;visual only;low;visual only;651.396603090689
56;VO;9;visual only;high;visual only;667.994338087738
56;VO;10;visual only;high;visual only;634.645188925788
56;VO;11;visual only;high;visual only;651.288356166333
56;VO;12;visual only;low;visual only;1218.38902449235
56;VO;13;visual only;high;visual only;584.646156756207
56;VO;14;visual only;low;visual only;584.600724978372
56;VO;15;visual only;high;visual only;567.821656353772
56;VO;16;visual only;low;visual only;1735.71821651421
56;VO;17;visual only;high;visual only;584.68526811339
56;VO;18;visual only;high;visual only;617.968441685662
56;VO;19;visual only;low;visual only;701.348622795194
56;VO;20;visual only;high;visual only;551.128711551428
56;VO;21;visual only;high;visual only;583.630847744644
56;VO;22;visual only;low;visual only;1001.52572919615
56;VO;24;visual only;low;visual only;1268.4429702349
56;VO;25;visual only;high;visual only;534.462630981579
56;VO;26;visual only;low;visual only;968.370160320774
56;VO;27;visual only;low;visual only;1752.47318623587
56;VO;28;visual only;high;visual only;684.35069010593
56;VO;29;visual only;low;visual only;1752.45106266811
56;VO;30;visual only;low;visual only;1402.76045538485
56;VO;31;visual only;high;visual only;701.062992913648
56;VO;32;visual only;low;visual only;985.420241253451
57;VA;1;S2;high;S2;1885.53318934282
57;VA;2;S1;high;S1;909.990483021829
57;VA;3;S3;high;S3;968.357715930324
57;VA;4;S2;high;S2;1251.95367977722
57;VA;5;S1;high;S1;1118.47471352667
57;VA;6;S3;high;S3;767.882179876324
57;VA;7;S4;high;S4;1085.16823116224
57;VA;8;S3;high;S3;843.349468952511
57;VA;9;S4;high;S4;901.247763482388
57;VA;10;S3;high;S3;1027.77541836258
57;VA;11;S2;high;S2;884.975559485611
57;VA;12;S4;high;S4;726.364138768986
57;VA;13;S3;low;S3;1185.76994992327
57;VA;14;S1;high;S1;701.738746312913
57;VA;15;S4;high;S4;834.852477943059
57;VA;16;S1;high;S1;918.576165335253
57;VA;17;S2;high;S2;993.397133192047
57;VA;18;S3;low;S3;1735.5457720696
57;VA;19;S4;low;S4;1184.82041871175
57;VA;20;S2;low;S2;2052.80239123385
57;VA;21;S1;low;S1;1243.43930603936
57;VA;22;S3;low;S3;2353.00715186168
57;VA;23;S1;low;S1;1335.84191044793
57;VA;24;S4;low;S4;851.609225384891
57;VA;25;S3;low;S3;1777.53393677995
57;VA;26;S1;low;S1;1794.32307928801
57;VA;27;S2;low;S2;1301.96258844808
57;VA;28;S4;low;S4;2328.44931492582
57;VA;29;S2;low;S2;1234.83742604731
57;VA;30;S4;low;S4;1309.94046811247
57;VA;31;S2;low;S2;1544.01206679177
57;VA;32;S1;low;S1;1418.57833822723
57;VO;1;visual only;low;visual only;1235.33796961419
57;VO;2;visual only;low;visual only;1735.6771301711
57;VO;3;visual only;high;visual only;784.642680315301
57;VO;4;visual only;low;visual only;1268.77087168396
57;VO;5;visual only;high;visual only;734.767697635107
57;VO;6;visual only;high;visual only;684.555332176387
57;VO;7;visual only;high;visual only;666.241053375416
57;VO;8;visual only;low;visual only;1419.16184464935
57;VO;9;visual only;high;visual only;751.336198067293
57;VO;10;visual only;high;visual only;784.346778993495
57;VO;11;visual only;high;visual only;501.183802960441
57;VO;12;visual only;low;visual only;1202.06783292815
57;VO;13;visual only;low;visual only;833.87924300041
57;VO;14;visual only;low;visual only;1285.5080635054
57;VO;15;visual only;low;visual only;1117.47994762845
57;VO;16;visual only;high;visual only;585.357268340886
57;VO;17;visual only;low;visual only;2053.9686139673
57;VO;18;visual only;low;visual only;768.177291145548
57;VO;19;visual only;low;visual only;1435.47908554319
57;VO;20;visual only;high;visual only;534.686630940996
57;VO;22;visual only;high;visual only;1068.27103928663
57;VO;23;visual only;high;visual only;934.749208856374
57;VO;24;visual only;low;visual only;1585.57534241118
57;VO;25;visual only;low;visual only;1302.53325530794
57;VO;26;visual only;high;visual only;701.310696778819
57;VO;27;visual only;low;visual only;1151.93092415575
57;VO;28;visual only;high;visual only;1385.22642373573
57;VO;29;visual only;high;visual only;834.811193984933
57;VO;30;visual only;high;visual only;951.5654129209
57;VO;31;visual only;low;visual only;1301.97700823192
57;VO;32;visual only;low;visual only;1752.48582812492
58;VA;1;S3;high;S3;876.530565554276
58;VA;2;S4;high;S4;609.599431743845
58;VA;3;S1;high;S1;759.800675907172
58;VA;4;S2;high;S2;584.482631995343
58;VA;5;S1;high;S1;734.368617180735
58;VA;6;S2;high;S2;901.99817949906
58;VA;7;S3;high;S3;709.70376743935
58;VA;8;S4;high;S4;635.017465567216
58;VA;9;S2;high;S2;601.857814355753
58;VA;10;S4;high;S4;542.185414698906
58;VA;11;S1;high;S1;959.396409802139
58;VA;12;S4;high;S4;784.896339755505
58;VA;13;S1;high;S1;743.316751322709
58;VA;14;S4;low;S4;918.820473947562
58;VA;15;S3;high;S3;758.987837471068
58;VA;16;S1;low;S1;1034.44083454087
58;VA;17;S2;high;S2;685.573237598874
58;VA;18;S3;high;S3;942.385671194643
58;VA;19;S1;low;S1;1134.1761831427
58;VA;20;S3;low;S3;926.879918086343
58;VA;21;S1;low;S1;1693.60502739437
58;VA;22;S3;low;S3;1043.25030196924
58;VA;23;S4;low;S4;1118.73956536874
58;VA;24;S2;low;S2;1109.25651865546
58;VA;25;S4;low;S4;1318.98102676496
58;VA;26;S1;low;S1;1927.40475665778
58;VA;27;S4;low;S4;1135.0447247969
58;VA;28;S2;low;S2;843.882320681587
58;VA;29;S3;low;S3;1109.28358032834
58;VA;31;S3;low;S3;1618.97146620322
58;VA;32;S2;low;S2;1277.73882052861
58;VO;1;visual only;low;visual only;1786.60853486508
58;VO;2;visual only;high;visual only;1568.72285436839
58;VO;3;visual only;high;visual only;718.70108647272
58;VO;4;visual only;low;visual only;1602.21850522794
58;VO;5;visual only;low;visual only;1134.83593519777
58;VO;6;visual only;low;visual only;2002.72434134968
58;VO;7;visual only;low;visual only;850.395100424066
58;VO;8;visual only;high;visual only;717.920840717852
58;VO;9;visual only;low;visual only;1435.45570690185
58;VO;10;visual only;high;visual only;768.096761545166
58;VO;11;visual only;high;visual only;701.604422181845
58;VO;12;visual only;high;visual only;600.407940102741
58;VO;13;visual only;high;visual only;734.977999003604
58;VO;14;visual only;high;visual only;818.205521907657
58;VO;15;visual only;low;visual only;1435.21827529185
58;VO;16;visual only;high;visual only;718.875308521092
58;VO;17;visual only;low;visual only;984.713505487889
58;VO;18;visual only;high;visual only;784.491007216275
58;VO;19;visual only;low;visual only;1385.45203278773
58;VO;20;visual only;high;visual only;684.745584614575
58;VO;21;visual only;low;visual only;1602.22048033029
58;VO;22;visual only;low;visual only;768.057650420815
58;VO;23;visual only;low;visual only;2001.95318204351
58;VO;24;visual only;high;visual only;868.129393551499
58;VO;25;visual only;high;visual only;684.758226620033
58;VO;26;visual only;low;visual only;836.614184081554
58;VO;27;visual only;low;visual only;1602.37534437329
58;VO;28;visual only;high;visual only;801.906090928242
58;VO;29;visual only;high;visual only;784.833129961044
58;VO;30;visual only;low;visual only;1485.95281224698
58;VO;31;visual only;low;visual only;1151.65052562952
58;VO;32;visual only;high;visual only;851.066704373807
59;VA;1;S2;high;S2;893.312874482945
59;VA;2;S4;high;S4;834.589365171269
59;VA;3;S3;high;S3;635.004535317421
59;VA;4;S4;high;S4;618.06805501692
59;VA;5;S3;high;S3;901.9451639615
59;VA;6;S4;high;S4;701.436482835561
59;VA;7;S3;high;S3;634.673868888058
59;VA;8;S1;high;S1;559.314521029592
59;VA;9;S4;high;S4;634.744387352839
59;VA;10;S2;high;S2;667.739521712065
59;VA;11;S3;high;S3;709.365957998671
59;VA;12;S2;high;S2;808.532299357466
59;VA;13;S3;low;S3;2311.58948224038
59;VA;14;S1;high;S1;801.41981120687
59;VA;15;S3;low;S3;1458.91341520473
59;VA;16;S1;high;S1;867.390919709578
59;VA;17;S4;low;S4;1385.56354714092
59;VA;18;S2;high;S2;817.843897035345
59;VA;19;S1;high;S1;834.836081252433
59;VA;20;S4;low;S4;1402.34792907722
59;VA;21;S2;low;S2;925.852107815444
59;VA;22;S3;low;S3;1360.37324613426
59;VA;23;S2;low;S2;1118.62528894562
59;VA;24;S1;low;S1;1493.91585669946
59;VA;25;S3;low;S3;1294.21626136173
59;VA;26;S4;low;S4;817.62009463273
59;VA;27;S1;low;S1;1076.78018626757
59;VA;28;S4;low;S4;943.268983042799
59;VA;29;S1;low;S1;918.772804900073
59;VA;30;S2;low;S2;1277.12629956659
59;VA;31;S1;low;S1;908.837405382656
59;VA;32;S2;low;S2;1694.02315525804
59;VO;1;visual only;high;visual only;534.610145492479
59;VO;2;visual only;high;visual only;601.278339745477
59;VO;3;visual only;low;visual only;816.889823647216
59;VO;4;visual only;low;visual only;802.546328864992
59;VO;5;visual only;low;visual only;982.656803913414
59;VO;6;visual only;low;visual only;852.552412776276
59;VO;7;visual only;high;visual only;550.104059278965
59;VO;8;visual only;low;visual only;634.150610072538
59;VO;9;visual only;high;visual only;635.947744594887
59;VO;10;visual only;low;visual only;750.897184479982
59;VO;12;visual only;high;visual only;534.473059000447
59;VO;13;visual only;high;visual only;701.228482881561
59;VO;14;visual only;low;visual only;2068.04142775945
59;VO;15;visual only;low;visual only;1019.66694742441
59;VO;16;visual only;high;visual only;684.691607253626
59;VO;17;visual only;low;visual only;1316.75076205283
59;VO;18;visual only;low;visual only;1036.33498377167
59;VO;19;visual only;high;visual only;668.10653381981
59;VO;20;visual only;low;visual only;983.855815138668
59;VO;21;visual only;high;visual only;467.923778574914
59;VO;22;visual only;low;visual only;1052.89516807534
59;VO;23;visual only;high;visual only;734.254037262872
59;VO;24;visual only;low;visual only;1684.49881719425
59;VO;25;visual only;high;visual only;735.88485061191
59;VO;26;visual only;low;visual only;1101.72791965306
59;VO;27;visual only;high;visual only;534.367182524875
59;VO;28;visual only;high;visual only;701.392038259655
59;VO;29;visual only;high;visual only;868.101635016501
59;VO;30;visual only;high;visual only;634.895695839077
59;VO;31;visual only;high;visual only;901.656571542844
59;VO;32;visual only;low;visual only;1484.47882710025
61;VA;1;S3;high;S3;701.317017897964
61;VA;2;S1;high;S1;951.756622875109
61;VA;3;S3;high;S3;676.328760921024
61;VA;4;S4;high;S4;609.570018714294
61;VA;5;S2;high;S2;725.757718784735
61;VA;6;S1;high;S1;751.316049834713
61;VA;7;S3;high;S3;551.333551178686
61;VA;8;S4;high;S4;842.624530429021
61;VA;9;S1;high;S1;876.525778323412
61;VA;10;S4;high;S4;759.808300063014
61;VA;11;S1;high;S1;876.46256852895
61;VA;12;S3;high;S3;726.372632780112
61;VA;13;S4;high;S4;793.17068378441
61;VA;14;S3;low;S3;1118.28310845885
61;VA;15;S4;low;S4;1002.17224773951
61;VA;16;S2;high;S2;618.004787364043
61;VA;17;S4;low;S4;1285.16870504245
